"year","region","subregion","wca","group_id","colony","colony_old","latitude","longitude","species","count","notes"
1993,1,1,1,2926,lox93_102,Lox 93-103,26.506667,-80.248333,bcnh,15,""
1993,1,1,,2976,,Lox 93-017,26.405,-80.25,bcnh,2,""
1993,1,1,,3015,,Lox 93-015,26.418333,-80.246667,bcnh,7,""
1993,1,1,1,3099,lox93_106,Lox 93-106,26.443333,-80.371667,bcnh,3,""
1993,1,1,,3115,,Lox 93-105,26.446667,-80.375,bcnh,2,""
1993,1,1,,3139,,Lox 93-090,26.443333,-80.266667,bcnh,1,""
1993,1,1,,3205,,Lox 93-096,26.458333,-80.423333,bcnh,13,""
1993,1,1,,3249,,Lox 93-073,26.468333,-80.253333,bcnh,10,""
1993,1,1,,3207,,Lox 93-097,26.461667,-80.421667,caeg,5,""
1993,1,1,,2811,,Lox 93-071,26.55,-80.241667,gbhe,1,""
1993,1,1,,2830,,Lox 93-092,26.533333,-80.31,gbhe,2,""
1993,1,1,,2976,,Lox 93-017,26.405,-80.25,gbhe,1,""
1993,1,1,,2992,,Lox 93-074,26.415,-80.34,gbhe,2,""
1993,1,1,,3015,,Lox 93-015,26.418333,-80.246667,gbhe,2,""
1993,1,1,,3141,,Lox 93-014,26.446667,-80.256667,gbhe,2,""
1993,1,1,,3145,,Lox 93-006,26.445,-80.255,gbhe,1,""
1993,1,1,,3147,,Lox 93-007,26.445,-80.253333,gbhe,1,""
1993,1,1,,3147,,Lox 93-010,26.445,-80.253333,gbhe,2,""
1993,1,1,,3149,,Lox 93-003,26.446667,-80.25,gbhe,2,""
1993,1,1,,3150,,Lox 93-004,26.446667,-80.251667,gbhe,1,""
1993,1,1,,3187,,Lox 93-069,26.451667,-80.283333,gbhe,1,""
1993,1,1,,3276,,Lox 93-081,26.47,-80.346667,gbhe,2,""
1993,1,1,,3324,,Lox 93-061,26.5,-80.315,gbhe,3,""
1993,1,1,,2811,,Lox 93-071,26.55,-80.241667,lbhe,10,""
1993,1,1,,2889,,Lox 93-102,26.511667,-80.36,lbhe,37,""
1993,1,1,1,2926,lox93_102,Lox 93-103,26.506667,-80.248333,lbhe,25,""
1993,1,1,,3015,,Lox 93-015,26.418333,-80.246667,lbhe,2,""
1993,1,1,,3041,,Lox 93-060,26.428333,-80.388333,lbhe,10,""
1993,1,1,1,3099,lox93_106,Lox 93-106,26.443333,-80.371667,lbhe,220,""
1993,1,1,,3115,,Lox 93-105,26.446667,-80.375,lbhe,5,""
1993,1,1,,3139,,Lox 93-090,26.443333,-80.266667,lbhe,9,""
1993,1,1,,3187,,Lox 93-069,26.451667,-80.283333,lbhe,37,""
1993,1,1,,3205,,Lox 93-096,26.458333,-80.423333,lbhe,12,""
1993,1,1,,3249,,Lox 93-073,26.468333,-80.253333,lbhe,10,""
1993,1,1,,3258,,Lox 93-067,26.475,-80.268333,lbhe,21,""
1993,1,1,,3338,,Lox 93-083,26.503333,-80.35,lbhe,6,""
1993,1,1,,3342,,Lox 93-104,26.488333,-80.353333,lbhe,2,""
1993,1,1,,3388,,Lox 93-059,26.411667,-80.375,lbhe,10,""
1993,1,1,,3396,,Lox 93-107,26.49,-80.306667,lbhe,6,""
1993,1,1,,3207,,Lox 93-097,26.461667,-80.421667,sneg,5,""
1993,1,1,,2999,,Lox 93-093,26.416667,-80.28,whib,20,""
1993,1,1,,3032,,Lox 93-100,26.42,-80.37,whib,3,""
1993,1,1,,3041,,Lox 93-060,26.428333,-80.388333,whib,10,""
1993,1,1,,3139,,Lox 93-090,26.443333,-80.266667,whib,1,""
1993,1,1,,3144,,Lox 93-012,26.443333,-80.255,whib,11,""
1993,1,1,,3145,,Lox 93-006,26.445,-80.255,whib,8,""
1993,1,1,,3146,,Lox 93-005,26.446667,-80.255,whib,5,""
1993,1,1,,3147,,Lox 93-007,26.445,-80.253333,whib,4,""
1993,1,1,,3147,,Lox 93-013,26.445,-80.253333,whib,4,""
1993,1,1,,3150,,Lox 93-004,26.446667,-80.251667,whib,3,""
1993,1,1,,3205,,Lox 93-096,26.458333,-80.423333,whib,10,""
1993,1,1,,3388,,Lox 93-059,26.411667,-80.375,whib,10,""
1993,1,1,,3389,,Lox 93-099,26.416667,-80.378333,whib,20,""
1993,1,1,,3396,,Lox 93-107,26.49,-80.306667,whib,3,""
1993,2,2a,,2509,,2a gbh 1,26.265,-80.388333,gbhe,8,""
1993,2,2a,,2518,,2a gbh 2,26.301667,-80.36,gbhe,2,""
1993,2,2a,,2519,,2A Stub n melaleuc,26.2505,-80.427833,gbhe,7,""
1993,2,2a,,2519,,2A Stub n melaleuc,26.2505,-80.427833,gbhe,7,""
1993,2,2a,,2529,,2a gbh 3,26.251667,-80.33,gbhe,5,""
1993,2,2a,,2519,,2A Stub n melaleuc,26.2505,-80.427833,greg,20,""
1993,2,2a,,2519,,2A Stub n melaleuc,26.2505,-80.427833,greg,20,""
1993,2,2b,,2480,,2B Melaleuca,26.165,-80.348333,gbhe,2,""
1993,2,2b,,2474,,2b melaleuca,26.175,-80.34,greg,2,""
1993,2,2b,,2683,,2b unknown,25.144667,-80.381,greg,10,""
1993,2,2b,,2683,,2b unknown,25.144667,-80.381,greg,10,""
1993,3,3an,,2445,,Sample,26.150167,-80.558,gbhe,3,""
1993,3,3an,,2450,,Alley N-S,26.1635,-80.533,gbhe,2,""
1993,3,3as,,11,,3a gbh,25.769167,-80.686833,gbhe,2,""
1993,3,3as,,71,,3a GBH,25.771667,-80.820333,gbhe,2,""
1993,3,3as,,144,,3a gbh,25.7775,-80.733,gbhe,2,""
1993,3,3as,,159,,3a gbh,25.778,-80.711,gbhe,2,""
1993,3,3as,,237,,3a gbh,25.785,-80.727833,gbhe,2,""
1993,3,3as,,237,,3a gbh,25.784667,-80.7275,gbhe,2,""
1993,3,3as,,248,,3a gbh,25.782,-80.745667,gbhe,2,""
1993,3,3as,,385,,3a gbh,25.791167,-80.733333,gbhe,2,""
1993,3,3as,,861,,3a gbh,25.839167,-80.703833,gbhe,3,""
1993,3,3as,,944,,3a gbh,25.846167,-80.703167,gbhe,2,""
1993,3,3as,,944,,3a gbh,25.846667,-80.703,gbhe,2,""
1993,3,3as,,961,,3a GBH,25.845167,-80.798,gbhe,2,""
1993,3,3as,,1004,,3a gbh,25.851333,-80.684167,gbhe,2,""
1993,3,3as,,1015,,3a GBH,25.854333,-80.640833,gbhe,2,""
1993,3,3as,,1044,,3a gbh,25.863333,-80.706333,gbhe,3,""
1993,3,3as,,1044,,3a gbh,25.8635,-80.706167,gbhe,3,""
1993,3,3as,3a,1099,big_pond_ne,Big Pond NE,25.873,-80.796667,gbhe,2,""
1993,3,3as,,1116,,3a gbh,25.872833,-80.702,gbhe,2,""
1993,3,3as,,1116,,3a gbh,25.872333,-80.701833,gbhe,2,""
1993,3,3as,3a,1217,robs,Robs,25.888833,-80.8035,gbhe,1,""
1993,3,3as,,1220,,Kite Dome,25.888667,-80.795,gbhe,4,""
1993,3,3as,,1275,,3a GBH,25.896167,-80.610833,gbhe,2,""
1993,3,3as,,1307,,3a gbh,25.891667,-80.73,gbhe,2,""
1993,3,3as,,1411,,3a gbh,25.9135,-80.711167,gbhe,2,""
1993,3,3as,,1494,,3a gbh,25.917,-80.733,gbhe,2,""
1993,3,3as,,1494,,3a gbh,25.916667,-80.732833,gbhe,4,""
1993,3,3as,,1495,,3a gbh,25.9185,-80.736,gbhe,2,""
1993,3,3as,,1507,,3a gbh,25.924167,-80.693,gbhe,2,""
1993,3,3as,,1619,,3a gbh,25.9395,-80.707667,gbhe,2,""
1993,3,3as,,1844,,3a gbh,25.971,-80.701333,gbhe,2,""
1993,3,3as,,2015,,Donut Melaleuca,26.012333,-80.6085,gbhe,5,""
1993,3,3as,,2170,,3a gbh,26.053833,-80.669833,gbhe,2,""
1993,3,3as,,2272,,3a GBH,26.100833,-80.699667,gbhe,3,""
1993,3,3as,,2384,,3a GBH,26.127333,-80.711167,gbhe,2,""
1993,3,3as,,2388,,3a GBH,26.122167,-80.715167,gbhe,3,""
1993,3,3as,,2558,,Jeffs,25.911333,-80.7935,gbhe,2,""
1993,3,3as,,2715,,3a GBH,26.038333,-80.5795,gbhe,2,""
1993,3,3as,,968,,E of D/c,25.852333,-80.837833,greg,10,""
1993,3,3as,,968,,E of D/c,25.852333,-80.837833,greg,10,""
1993,3,3as,3a,1099,big_pond_ne,Big Pond NE,25.873,-80.796667,greg,3,""
1993,3,3as,,1927,john_p,John P,25.9875,-80.707,greg,2,""
1993,3,3as,,2030,new_miccosukee,Gap NE,26.015833,-80.794,greg,10,""
1993,3,3as,,2298,,Tieback east,26.1055,-80.796667,greg,1,""
1993,3,3as,3a,1099,big_pond_ne,Big Pond NE,25.873,-80.796667,lbhe,5,""
1993,3,3as,3a,1217,robs,Robs,25.888833,-80.8035,lbhe,10,""
1993,3,3as,,1328,,Outer Trail,25.901667,-80.8195,lbhe,5,""
1993,3,3as,,1328,,Outer Trail,25.901667,-80.8195,lbhe,5,""
1993,3,3as,,1475,gap_east,Gap East,25.9195,-80.799167,lbhe,45,""
1993,3,3as,3a,1802,lbh_halfway,LBH halfway,25.966167,-80.807667,lbhe,32,""
1993,3,3as,,1927,john_p,John P,25.9875,-80.707,lbhe,15,""
1993,3,3as,,2030,new_miccosukee,Gap NE,26.015833,-80.794,lbhe,65,""
1993,3,3as,,2308,,3a unknown,26.114,-80.651833,lbhe,60,""
1993,3,3as,,2404,,3a alley south,26.130167,-80.751667,lbhe,15,""
1993,3,3as,,2404,,3a alley south,26.130167,-80.751667,lbhe,15,""
1993,3,3as,3a,1099,big_pond_ne,Big Pond NE,25.873,-80.796667,sneg,20,""
1993,3,3as,3a,1217,robs,Robs,25.888833,-80.8035,sneg,25,""
1993,3,3as,,1324,,TC small,25.892333,-80.794667,sneg,2,""
1993,3,3as,,1328,,Outer Trail,25.901667,-80.8195,sneg,15,""
1993,3,3as,,1328,,Outer Trail,25.901667,-80.8195,sneg,15,""
1993,3,3as,,1475,gap_east,Gap East,25.9195,-80.799167,sneg,15,""
1993,3,3as,3a,1802,lbh_halfway,LBH halfway,25.966167,-80.807667,sneg,10,""
1993,3,3as,,1927,john_p,John P,25.9875,-80.707,sneg,15,""
1993,3,3as,,2030,new_miccosukee,Gap NE,26.015833,-80.794,sneg,10,""
1993,3,3as,,2194,,Miccosukee line N,26.067167,-80.794,sneg,8,""
1993,3,3as,,2298,,Tieback east,26.1055,-80.796667,sneg,2,""
1993,3,3as,,2308,,3a unknown,26.114,-80.651833,sneg,1,""
1993,3,3ase,,2238,,Andytown South,26.0885,-80.493833,gbhe,4,""
1993,3,3ase,,2275,,Andytown Southeast,26.095167,-80.472167,gbhe,4,""
1993,3,3ase,,2275,,Andytown East Mel,26.094833,-80.4715,gbhe,3,""
1993,3,3ase,,2277,,Andytown NE,26.110333,-80.484,gbhe,4,""
1993,3,3b,,427,,3b mud canal w,25.797667,-80.538333,bcnh,1,""
1993,3,3b,,188,,3a gbh,25.776,-80.554333,gbhe,2,""
1993,3,3b,,615,,3b GBH,25.814,-80.533167,gbhe,2,""
1993,3,3b,,889,,3b Gbh,25.84,-80.568667,gbhe,2,""
1993,3,3b,,1016,,3b west deer ge,25.853667,-80.554167,gbhe,4,""
1993,3,3b,,1016,,3b west deer ge,25.853667,-80.554167,gbhe,4,""
1993,3,3b,,1021,,3b Gbh,25.865667,-80.506167,gbhe,3,""
1993,3,3b,,1269,,3b Gbh,25.894333,-80.513833,gbhe,3,""
1993,3,3b,,1389,,3b Gbh,25.9065,-80.503,gbhe,2,""
1993,3,3b,,1644,,Miami VOR,25.9425,-80.4825,gbhe,1,""
1993,3,3b,,219,,3a se corner,25.781833,-80.668167,greg,27,""
1993,3,3b,,619,,3b deer island,25.815,-80.603667,greg,15,""
1993,3,3b,,619,,3b deer island,25.815,-80.603667,greg,15,""
1993,3,3b,,1016,,3b west deer ge,25.853667,-80.554167,greg,10,""
1993,3,3b,,1016,,3b west deer ge,25.853667,-80.554167,greg,10,""
1993,3,3b,,1024,,Unknown 3b,25.865667,-80.5055,greg,5,""
1993,3,3b,,1639,,unknown 3b,25.940167,-80.4805,greg,35,""
1993,3,3b,,1644,,Miami VOR,25.9425,-80.4825,greg,15,""
1993,3,3b,,426,,3b mud canal e,25.797667,-80.5355,lbhe,60,""
1993,3,3b,,427,,3b mud canal w,25.797667,-80.538333,lbhe,40,""
1993,3,3b,,1381,,Pocket LBH,25.901833,-80.589167,lbhe,10,""
1993,3,3b,,619,,3b deer island,25.815,-80.603667,sneg,2,""
1993,3,3b,,619,,3b deer island,25.815,-80.603667,sneg,2,""
1993,3,3b,,1381,,Pocket LBH,25.901833,-80.589167,sneg,15,""
1993,3,3b,,1381,,Pocket LBH,25.901833,-80.589167,trhe,1,""
1993,enp,inlandenp,,5,frog_city_north,Frog City North,25.760833,-80.5875,greg,18,""
1994,1,1,,2615,,94021,26.376,-80.318056,anhi,21,""
1994,1,1,,2948,,94026,26.486667,-80.266944,bcnh,5,""
1994,1,1,,3115,,94075,26.448333,-80.376111,bcnh,4,""
1994,1,1,,3193,,94040,26.456111,-80.294444,bcnh,4,""
1994,1,1,,3195,,94076,26.454667,-80.368056,bcnh,1,""
1994,1,1,,3201,,94074,26.456389,-80.3825,bcnh,1,""
1994,1,1,,3214,,94069,26.464444,-80.378611,bcnh,1,""
1994,1,1,,3234,,94042,26.466667,-80.256944,bcnh,5,""
1994,1,1,,3252,,94041,26.472444,-80.251944,bcnh,4,""
1994,1,1,,2615,,94021,26.376,-80.318056,gbhe,2,""
1994,1,1,,2749,,94023,26.586667,-80.269167,gbhe,2,""
1994,1,1,,2750,,94024,26.580444,-80.274167,gbhe,4,""
1994,1,1,,2863,,94045,26.515556,-80.266389,gbhe,1,""
1994,1,1,,2871,,94064,26.518667,-80.325278,gbhe,1,""
1994,1,1,,2875,,94065,26.515833,-80.347222,gbhe,1,""
1994,1,1,,2920,,94044,26.509778,-80.2625,gbhe,1,""
1994,1,1,,2945,,94025,26.486667,-80.268333,gbhe,1,""
1994,1,1,,2984,,94014,26.408889,-80.274444,gbhe,1,""
1994,1,1,,2985,,94013,26.401556,-80.283889,gbhe,1,""
1994,1,1,,2987,,94049,26.402222,-80.350833,gbhe,1,""
1994,1,1,,3003,,94012,26.416889,-80.27,gbhe,3,""
1994,1,1,,3007,,94015,26.4175,-80.260278,gbhe,1,""
1994,1,1,,3028,,94090,26.421111,-80.263333,gbhe,1,""
1994,1,1,,3030,,94081,26.423611,-80.308333,gbhe,1,""
1994,1,1,,3031,,94050,26.419722,-80.343333,gbhe,2,""
1994,1,1,,3051,,94080,26.426944,-80.314167,gbhe,1,""
1994,1,1,,3058,,94032,26.433056,-80.293611,gbhe,1,""
1994,1,1,,3060,,94033,26.431667,-80.293611,gbhe,1,""
1994,1,1,,3064,,94029,26.433333,-80.285,gbhe,1,""
1994,1,1,,3065,,94030,26.435,-80.285278,gbhe,1,""
1994,1,1,,3088,,94028,26.437222,-80.285833,gbhe,1,""
1994,1,1,,3092,,94051,26.437333,-80.359167,gbhe,1,""
1994,1,1,,3097,,94020,26.437222,-80.371944,gbhe,3,""
1994,1,1,,3175,,94007,26.453889,-80.255833,gbhe,1,""
1994,1,1,,3180,,94017,26.454444,-80.265556,gbhe,1,""
1994,1,1,,3185,,94027,26.456389,-80.281667,gbhe,1,""
1994,1,1,,3192,,94031,26.451389,-80.294167,gbhe,1,""
1994,1,1,,3200,,94073,26.455,-80.388611,gbhe,1,""
1994,1,1,,3213,,94072,26.463333,-80.39,gbhe,1,""
1994,1,1,,3233,,94005,26.462889,-80.255278,gbhe,3,""
1994,1,1,,3268,,94034,26.472,-80.301111,gbhe,1,""
1994,1,1,,3271,,94035,26.472444,-80.310833,gbhe,2,""
1994,1,1,,3277,,94053,26.47,-80.354722,gbhe,1,""
1994,1,1,,3278,,94055,26.475556,-80.360833,gbhe,1,""
1994,1,1,,3285,,94079,26.471667,-80.3875,gbhe,1,""
1994,1,1,,3295,,94036,26.476889,-80.305556,gbhe,1,""
1994,1,1,,3318,,94043,26.476389,-80.269444,gbhe,1,""
1994,1,1,,3331,,94070,26.502667,-80.321667,gbhe,1,""
1994,1,1,,3334,,94056,26.491778,-80.35,gbhe,1,""
1994,1,1,,3353,,94047,26.499333,-80.387222,gbhe,1,""
1994,1,1,,3353,,94068,26.498889,-80.386944,gbhe,1,""
1994,1,1,,3358,,94059,26.487778,-80.376944,gbhe,1,""
1994,1,1,,3370,,94071,26.476667,-80.380556,gbhe,1,""
1994,1,1,,3386,,94048,26.430444,-80.356944,gbhe,1,""
1994,1,1,,3390,,94046,26.451556,-80.366944,gbhe,1,""
1994,1,1,,2615,,94021,26.376,-80.318056,greg,4,""
1994,1,1,,2731,,Lox unnamed,26.6055,-80.296,greg,10,""
1994,1,1,,2750,,94024,26.580444,-80.274167,greg,3,""
1994,1,1,,2755,,Lox unnamed,26.528167,-80.431167,greg,25,""
1994,1,1,,2985,,94013,26.401556,-80.283889,greg,3,""
1994,1,1,,3003,,94012,26.416889,-80.27,greg,3,""
1994,1,1,,3063,,94010,26.427222,-80.287222,greg,6,""
1994,1,1,,3107,,94078,26.449444,-80.388889,greg,2,""
1994,1,1,,3175,,94007,26.453889,-80.255833,greg,6,""
1994,1,1,,3188,,94011,26.459444,-80.288056,greg,2,""
1994,1,1,,3326,,94037,26.501111,-80.31,greg,10,""
1994,1,1,,2833,,94087,26.537556,-80.353889,lbhe,22,""
1994,1,1,,2835,,94088,26.531778,-80.367778,lbhe,16,""
1994,1,1,,2861,,94062,26.518,-80.257222,lbhe,43,""
1994,1,1,,2878,,94058,26.518056,-80.366111,lbhe,56,""
1994,1,1,,2879,,94003,26.52,-80.373056,lbhe,11,""
1994,1,1,,2882,,94066,26.505778,-80.3825,lbhe,12,""
1994,1,1,,2889,,94082,26.510222,-80.360833,lbhe,4,""
1994,1,1,,2889,,94057,26.511111,-80.360556,lbhe,5,""
1994,1,1,,2893,,94018,26.505278,-80.3575,lbhe,28,""
1994,1,1,,2936,,94001,26.490556,-80.241667,lbhe,7,""
1994,1,1,,2948,,94026,26.486667,-80.266944,lbhe,45,""
1994,1,1,,3031,,94050,26.419722,-80.343333,lbhe,4,""
1994,1,1,,3107,,94078,26.449444,-80.388889,lbhe,75,""
1994,1,1,,3115,,94075,26.448333,-80.376111,lbhe,146,""
1994,1,1,,3195,,94076,26.454667,-80.368056,lbhe,29,""
1994,1,1,,3201,,94074,26.456389,-80.3825,lbhe,8,""
1994,1,1,,3214,,94069,26.464444,-80.378611,lbhe,17,""
1994,1,1,,3234,,94042,26.466667,-80.256944,lbhe,5,""
1994,1,1,,3287,,94089,26.475556,-80.387222,lbhe,5,""
1994,1,1,,3356,,94019,26.4925,-80.3875,lbhe,6,""
1994,1,1,,3361,,94060,26.503333,-80.392222,lbhe,30,""
1994,1,1,,3378,,94067,26.513778,-80.380278,lbhe,25,""
1994,1,1,,3384,,94063,26.513333,-80.256389,lbhe,5,""
1994,1,1,,2861,,94062,26.518,-80.257222,sneg,3,""
1994,1,1,,3234,,94042,26.466667,-80.256944,whib,2,""
1994,1,1,,3252,,94041,26.472444,-80.251944,whib,5,""
1994,2,2a,,2527,,2a-2,26.255,-80.33,bcnh,5,""
1994,2,2a,,2543,,2a-15,26.31,-80.331667,bcnh,4,""
1994,2,2a,,2525,,2a SE Mel,26.24,-80.31,caeg,15,""
1994,2,2a,,2508,,2a-1,26.268333,-80.388333,gbhe,5,""
1994,2,2a,,2511,,2a-8,26.276667,-80.348333,gbhe,3,""
1994,2,2a,,2516,,2a-14,26.298333,-80.348333,gbhe,1,""
1994,2,2a,,2517,,2a-5,26.306667,-80.36,gbhe,1,""
1994,2,2a,2a,2519,2a-13,SW mel,26.25167,-80.428333,gbhe,13,""
1994,2,2a,2a,2519,2a-13,SW mel,26.25167,-80.428333,gbhe,13,""
1994,2,2a,,2525,,2A SE mel west,26.24,-80.313333,gbhe,3,""
1994,2,2a,,2525,,2a SE Mel,26.24,-80.31,gbhe,12,""
1994,2,2a,,2527,,2a-2,26.255,-80.33,gbhe,3,""
1994,2,2a,,2529,,2a-12,26.251667,-80.329167,gbhe,1,""
1994,2,2a,,2530,,2a-10,26.251667,-80.326667,gbhe,1,""
1994,2,2a,,2535,,2a-platform,26.283333,-80.315,gbhe,4,""
1994,2,2a,,2535,,2a-platform,26.283333,-80.315,gbhe,4,""
1994,2,2a,,2536,,2a-4,26.295,-80.316667,gbhe,1,""
1994,2,2a,,2537,,2a-16,26.293333,-80.335,gbhe,1,""
1994,2,2a,,2539,,2a-11,26.275,-80.315,gbhe,1,""
1994,2,2a,,2540,,2a-7,26.27,-80.31,gbhe,4,""
1994,2,2a,,2525,,2A SE mel west,26.24,-80.313333,lbhe,3,""
1994,2,2a,,2530,,2a-10,26.251667,-80.326667,lbhe,17,""
1994,2,2a,,2543,,2a-15,26.31,-80.331667,lbhe,10,""
1994,2,2a,,2543,,2a-15,26.31,-80.331667,trhe,6,""
1994,2,2b,,2490,,,26.14,-80.386667,dcco,15,""
1994,2,2b,2b,2479,,Anh. Superdome,26.165,-80.335,gbhe,1,""
1994,2,2b,,2479,,Anh. Superdome,26.165,-80.335,gbhe,1,""
1994,2,2b,2b,2479,,Anh. Superdome,26.165,-80.335,greg,6,""
1994,2,2b,,2479,,Anh. Superdome,26.165,-80.335,greg,6,""
1994,3,3an,,2449,,3an-23,26.181667,-80.483333,gbhe,1,""
1994,3,3an,,2452,,3aN-24,26.171667,-80.548333,gbhe,1,""
1994,3,3an,,2453,,unnamed,26.178333,-80.53,gbhe,1,""
1994,3,3an,,2429,kg2,KG2,26.232222,-80.8025,greg,30,""
1994,3,3an,,2440,,KG3,26.305,-80.545556,greg,5,""
1994,3,3an,,2447,,Mosquito Lagn.,26.193667,-80.468833,greg,20,""
1994,3,3an,,2429,kg2,KG2,26.232222,-80.8025,lbhe,50,""
1994,3,3an,,2439,kg6,kG6,26.304,-80.54,lbhe,55,""
1994,3,3an,,2440,,KG3,26.305,-80.545556,lbhe,30,""
1994,3,3as,,18,,Unnamed,25.76965,-80.699867,anhi,4,""
1994,3,3as,,171,,Unnamed,25.770567,-80.697167,anhi,10,""
1994,3,3as,,581,,Unnamed,25.808167,-80.702467,anhi,15,""
1994,3,3as,,629,,Unnamed,25.8125,-80.676667,anhi,1,""
1994,3,3as,,645,,unnamed,25.81285,-80.71535,anhi,1,""
1994,3,3as,,655,,Unnamed,25.8109,-80.74365,anhi,2,""
1994,3,3as,,669,,Unnamed,25.814517,-80.775933,anhi,6,""
1994,3,3as,,684,,unnamed,25.822833,-80.8073,anhi,1,""
1994,3,3as,,698,,unnamed,25.819333,-80.72605,anhi,1,""
1994,3,3as,,710,,Unnamed,25.82585,-80.706883,anhi,6,""
1994,3,3as,,727,,Unnamed,25.81825,-80.6717,anhi,2,""
1994,3,3as,,736,,Unnamed,25.824117,-80.658317,anhi,1,""
1994,3,3as,,782,,Unnamed,25.831567,-80.673783,anhi,5,""
1994,3,3as,,782,,Unnamed,25.831783,-80.673267,anhi,7,""
1994,3,3as,,785,,Unnamed,25.827717,-80.675517,anhi,5,""
1994,3,3as,,814,,Unnamed,25.830883,-80.753283,anhi,4,""
1994,3,3as,,852,,Unnamed,25.839233,-80.751067,anhi,2,""
1994,3,3as,,853,,Unnamed,25.8351,-80.749267,anhi,2,""
1994,3,3as,,854,,unnamed,25.842167,-80.741583,anhi,1,""
1994,3,3as,,858,,Unnamed,25.840017,-80.7258,anhi,6,""
1994,3,3as,,860,,unnamed,25.836083,-80.7074,anhi,1,""
1994,3,3as,,861,,Unnamed,25.839617,-80.7031,anhi,2,""
1994,3,3as,,872,,Unnamed,25.835617,-80.68525,anhi,7,""
1994,3,3as,,873,,Unnamed,25.83505,-80.684917,anhi,6,""
1994,3,3as,,928,,Unnamed,25.84315,-80.64565,anhi,10,""
1994,3,3as,,929,,unnamed,25.844367,-80.643517,anhi,1,""
1994,3,3as,,930,,Unnamed,25.844733,-80.658017,anhi,10,""
1994,3,3as,,937,,Unnamed,25.84285,-80.681633,anhi,5,""
1994,3,3as,,937,,Unnamed,25.84305,-80.681333,anhi,25,""
1994,3,3as,,952,,unnamed,25.847783,-80.749067,anhi,1,""
1994,3,3as,,1031,,Unnamed,25.861267,-80.639267,anhi,3,""
1994,3,3as,,1044,,Unnamed,25.863483,-80.705867,anhi,6,""
1994,3,3as,,1044,,Unnamed,25.863017,-80.705733,anhi,10,""
1994,3,3as,,1054,,Unnamed,25.860683,-80.7249,anhi,3,""
1994,3,3as,,1107,,Unnamed,25.872733,-80.775367,anhi,10,""
1994,3,3as,,1109,,unnamed,25.872617,-80.75685,anhi,1,""
1994,3,3as,,1112,,unnamed,25.866733,-80.722567,anhi,1,""
1994,3,3as,,1119,,Unnamed,25.870517,-80.6809,anhi,10,""
1994,3,3as,,1144,,unnamed,25.879133,-80.661217,anhi,1,""
1994,3,3as,,1145,,unnamed,25.8755,-80.673733,anhi,1,""
1994,3,3as,,1170,,Unnamed,25.880117,-80.722717,anhi,3,""
1994,3,3as,,1173,,Unnamed,25.879217,-80.725033,anhi,1,""
1994,3,3as,3a,1181,long_strand,long strand,25.8771,-80.755317,anhi,3,""
1994,3,3as,,1220,,kite dome,25.888667,-80.795,anhi,2,""
1994,3,3as,3a,1222,fontana,FONTANA,25.888117,-80.77015,anhi,5,""
1994,3,3as,,1243,,Unnamed,25.887817,-80.672267,anhi,2,""
1994,3,3as,,1274,,Unnamed,25.895667,-80.611383,anhi,6,""
1994,3,3as,,1276,,Unnamed,25.893683,-80.618983,anhi,2,""
1994,3,3as,,1280,,Unnamed,25.89285,-80.667183,anhi,4,""
1994,3,3as,,1283,,Unnamed,25.8933,-80.668,anhi,10,""
1994,3,3as,,1307,,unnamed,25.891483,-80.72965,anhi,1,""
1994,3,3as,,1316,,Unnamed,25.896083,-80.754733,anhi,6,""
1994,3,3as,,1338,,unnamed,25.905417,-80.78195,anhi,1,""
1994,3,3as,,1340,,Unnamed,25.90605,-80.767117,anhi,10,""
1994,3,3as,,1358,,unnamed,25.905767,-80.720817,anhi,1,""
1994,3,3as,,1372,,Unnamed,25.899367,-80.641117,anhi,10,""
1994,3,3as,,1374,,unnamed,25.902467,-80.633233,anhi,1,""
1994,3,3as,,1400,,Unnamed,25.913167,-80.661633,anhi,8,""
1994,3,3as,,1400,,Unnamed,25.916033,-80.660783,anhi,10,""
1994,3,3as,,1411,,Unnamed,25.913767,-80.710683,anhi,4,""
1994,3,3as,,1422,,unnamed,25.910617,-80.722867,anhi,1,""
1994,3,3as,,1448,,Unnamed,25.91,-80.747017,anhi,2,""
1994,3,3as,,1493,,unnamed,25.916783,-80.7364,anhi,1,""
1994,3,3as,,1494,,Unnamed,25.91765,-80.73285,anhi,10,""
1994,3,3as,,1495,,Unnamed,25.918617,-80.7361,anhi,1,""
1994,3,3as,,1509,,Unnamed,25.9196,-80.682717,anhi,8,""
1994,3,3as,,1517,,Unnamed,25.922683,-80.662017,anhi,3,""
1994,3,3as,,1519,,Unnamed,25.923667,-80.621867,anhi,2,""
1994,3,3as,,1534,,unnamed,25.93195,-80.676217,anhi,1,""
1994,3,3as,,1534,,Unnamed,25.931517,-80.675267,anhi,1,""
1994,3,3as,,1540,,3a unknown 9,25.927167,-80.686767,anhi,10,""
1994,3,3as,,1540,,East 3a,25.9272,-80.686633,anhi,4,""
1994,3,3as,,1540,,East 3a,25.9272,-80.686633,anhi,4,""
1994,3,3as,,1551,,unnamed,25.929233,-80.728417,anhi,1,""
1994,3,3as,,1554,,Unnamed,25.92855,-80.739833,anhi,3,""
1994,3,3as,,1564,,Unnamed,25.932917,-80.757883,anhi,5,""
1994,3,3as,,1624,,Unnamed,25.939817,-80.68125,anhi,1,""
