ID,Year,Date,State,GeoRegion,ColonyName,Latitude,Longitude,SpeciesCode,Nests,Birds,Notes,BestForBPE?,CombinedMayJuneTotal?
3421,2015,"05/16/15 00:00:00","LA","Barataria Bay","Cat Bay North Island",29.3656,-89.8646,"BRPE",315,698,,"Y","N"
4740,2021,"05/17/21 00:00:00","TX","Lower Laguna Madre","Green Island Spoils L",26.413197,-97.296649,"SATE",314,341,,"Y","N"
1610,2011,"05/19/11 00:00:00","LA","Biloxi North","Biloxi North 28",29.9168,-89.4183,"FOTE",313,364,,"Y","N"
3422,2015,"05/17/15 00:00:00","LA","Biloxi North","Redfish Bend",29.9679,-89.2276,"LAGU",313,436,,"Y","N"
4741,2021,"06/16/21 00:00:00","LA","Biloxi North","Isle au Pitre",30.1526,-89.1968,"BRPE",312,967,,"Y","N"
3423,2015,"05/17/15 00:00:00","LA","Biloxi North","Dry Bread Island",29.8426,-89.3064,"FOTE",312,382,,"Y","N"
2235,2012,"05/30/12 00:00:00","FL","Apalachicola East","Lanark Reef-Pelican Lump",29.87806,-84.568555,"BRPE",311,387,,"Y","N"
2798,2013,"05/23/13 00:00:00","LA","Terrebonne Bay","Raccoon Island",29.0505,-90.92659999999999,"GREG",311,252,,"Y","N"
3424,2015,"06/21/15 00:00:00","LA","Biloxi North","Door Point Lagoon 1",30.0637,-89.19280000000001,"LAGU",311,511,,"Y","N"
118,2010,"05/08/10 00:00:00","LA","Barataria Bay","Belle Pass East",29.0901,-90.22190000000001,"TRHE",311,323,,"Y","N"
2799,2013,"05/24/13 00:00:00","LA","Biloxi North","Door Point Lagoon 1",30.0637,-89.19280000000001,"LAGU",310,430,,"Y","Y"
119,2010,"05/08/10 00:00:00","LA","Barataria Bay","Queen Bess Island",29.3043,-89.9592,"ROYT",310,331,,"Y","N"
4742,2021,"05/17/21 00:00:00","TX","Lower Laguna Madre","Green Island Spoils J",26.412731,-97.300725,"ROYT",310,346,,"Y","N"
1611,2011,"05/18/11 00:00:00","LA","Barataria Bay","Bay Ronquille Northwest Island",29.3631,-89.85339999999999,"BRPE",309,505,,"Y","N"
4743,2021,"06/17/21 00:00:00","LA","Biloxi North","Redfish Bend",29.9679,-89.2276,"ROYT",309,399,,"Y","N"
2800,2013,"05/24/13 00:00:00","LA","Biloxi South","Biloxi South 4 B",29.6629,-89.4628,"LAGU",308,516,,"Y","N"
4744,2021,"06/16/21 00:00:00","LA","Breton-Chandeleur Islands","Chandeleur North F",29.881806,-88.828345,"LAGU",308,398,,"Y","N"
2236,2012,"05/27/12 00:00:00","LA","Terrebonne Bay","Pelican Island",29.1437,-90.3475,"BRPE",307,1106,,"Y","N"
4745,2021,"06/19/21 00:00:00","LA","Barataria Bay","Bay Joyeux Islettes",29.288252,-90.043532,"FOTE",307,367,,"Y","N"
2801,2013,"05/23/13 00:00:00","LA","Terrebonne Bay","Felicity Island",29.2558,-90.44,"ROSA",305,546,,"Y","N"
2802,2013,"05/23/13 00:00:00","LA","Terrebonne Bay","Felicity Island",29.2558,-90.44,"SNEG",304,355,,"Y","N"
3425,2015,"06/21/15 00:00:00","LA","Biloxi South","Biloxi South 2",29.7047,-89.5647,"SNEG",304,354,,"Y","N"
4746,2021,"06/18/21 00:00:00","TX","Galveston","South Deer Island",29.27195,-94.9119,"FOTE",303,341,,"Y","Y"
3426,2015,"06/21/15 00:00:00","LA","Biloxi North","Door Point Lagoon 1",30.0637,-89.19280000000001,"BRPE",302,1394,,"Y","N"
121,2010,"06/27/10 00:00:00","LA","Biloxi North","Martin Island",29.959,-89.19840000000001,"BLSK",301,479,,"Y","N"
1612,2011,"05/18/11 00:00:00","LA","Biloxi South","Biloxi South 11",29.5247,-89.57259999999999,"GREG",301,140,,"Y","N"
4747,2021,"06/14/21 00:00:00","FL","Apalachicola East","Lanark Reef West",29.871013,-84.590857,"LAGU",301,528,,"Y","N"
120,2010,"05/18/10 00:00:00","LA","Lake Borgne","Half Moon Island",30.1376,-89.43519999999999,"SNEG",301,335,,"Y","N"
4748,2021,"06/17/21 00:00:00","LA","Biloxi South","Biloxi South 14",29.659975,-89.45661699999999,"LAGU",300,420,,"Y","N"
3427,2015,"06/20/15 00:00:00","LA","Vermilion Bay","Bayou Platte Island South",29.6069,-91.8913,"BLSK",298,538,,"Y","N"
122,2010,"05/17/10 00:00:00","LA","Terrebonne Bay","Felicity Island",29.2558,-90.44,"BRPE",298,442,,"Y","N"
4749,2021,"05/17/21 00:00:00","TX","Lower Laguna Madre","Green Island Spoils G",26.412964,-97.30841100000001,"ROYT",298,371,,"Y","Y"
3428,2015,"06/21/15 00:00:00","LA","Biloxi North","Biloxi North 37",29.9141,-89.3257,"LAGU",297,353,,"Y","Y"
4751,2021,"06/14/21 00:00:00","FL","Apalachicola East","Flag Island South",29.6261,-85.152,"BLSK",296,509,,"Y","N"
4750,2021,"06/18/21 00:00:00","LA","Terrebonne Bay","Houma Navigation Canal Island",29.19515,-90.61565,"FOTE",296,418,,"Y","N"
3429,2015,"05/16/15 00:00:00","LA","Atchafalaya Bay","Skimmer Island",29.3864,-91.3836,"GREG",296,239,,"Y","N"
1613,2011,"05/18/11 00:00:00","LA","Biloxi South","Biloxi South 3",29.7017,-89.5487,"WHIB",296,477,,"Y","N"
2237,2012,"05/28/12 00:00:00","LA","Biloxi North","Biloxi North 16",29.9984,-89.2924,"LAGU",295,295,,"Y","N"
4752,2021,"05/17/21 00:00:00","TX","Lower Laguna Madre","Green Island Spoils C",26.412323,-97.320581,"LAGU",295,403,,"Y","Y"
2238,2012,"05/30/12 00:00:00","AL","Mobile Bay Interior","Gaillard Island",30.5063,-88.03619999999999,"CATE",294,304,,"Y","N"
4753,2021,"06/17/21 00:00:00","LA","Biloxi North","Little Mud Grass Island Northeast",29.9628,-89.3156,"LAGU",294,342,,"Y","N"
2803,2013,"05/24/13 00:00:00","LA","Biloxi South","Biloxi South 11",29.5247,-89.57259999999999,"SNEG",293,344,,"Y","N"
3430,2015,"06/21/15 00:00:00","LA","Biloxi North","Door Point Lagoon 1",30.0637,-89.19280000000001,"BLSK",291,753,,"Y","N"
4754,2021,"06/17/21 00:00:00","LA","Biloxi South","Belle Isle",29.5758,-89.5727,"BRPE",291,414,,"Y","N"
123,2010,"05/08/10 00:00:00","LA","Biloxi South","Biloxi South 10 C",29.53327,-89.55606,"LAGU",291,443,,"Y","N"
2804,2013,"05/24/13 00:00:00","LA","Biloxi South","Long Bay Island",29.5021,-89.5356,"TRHE",291,355,,"Y","N"
4159,2018,"05/21/18 00:00:00","LA","Terrebonne Bay","Philo Brice Islands",29.18416,-90.34678,"WHIB",291,403,,"Y","N"
1614,2011,"06/17/11 00:00:00","LA","Birdsfoot West","Birdsfoot West 2",29.1875,-89.31229999999999,"GBTE",289,289,,"Y","N"
4755,2021,"05/20/21 00:00:00","LA","Atchafalaya Bay","Heron Island",29.4282,-91.3287,"GREG",289,265,,"Y","N"
124,2010,"05/08/10 00:00:00","LA","Biloxi South","Long Bay Island",29.5021,-89.5356,"LAGU",288,701,,"Y","N"
3431,2015,"05/16/15 00:00:00","LA","Barataria Bay","Belle Pass East",29.0901,-90.22190000000001,"TRHE",288,330,,"Y","N"
4160,2018,"05/19/18 00:00:00","LA","Biloxi North","Biloxi North 13",30.0261,-89.2274,"BLSK",287,588,,"Y","N"
1615,2011,"05/17/11 00:00:00","LA","Terrebonne Bay","Raccoon Island",29.0505,-90.92659999999999,"GREG",287,345,,"Y","N"
1616,2011,"06/13/11 00:00:00","AL","Mississippi Sound Gulf Islands","Dauphin Island 4",30.237943,-88.255144,"BLSK",285,359,,"Y","N"
4756,2021,"05/17/21 00:00:00","TX","Matagorda Bay","Lavaca Bay Spoils E",28.59947,-96.56207999999999,"GREG",284,309,,"Y","N"
125,2010,"06/23/10 00:00:00","TX","East Matagorda Bay","Dressing Point",28.73145,-95.76074,"TRHE",284,285,,"Y","N"
4757,2021,"06/17/21 00:00:00","LA","Biloxi North","Hell Pass Coast B",29.92847,-89.3079,"SNEG",283,303,,"Y","N"
4758,2021,"06/17/21 00:00:00","LA","Biloxi South","Biloxi South 5 B",29.6521,-89.4577,"BRPE",282,453,,"Y","N"
1617,2011,"05/18/11 00:00:00","LA","Barataria Bay","Grand Island Point",29.3727,-89.8929,"LAGU",282,856,,"Y","N"
3432,2015,"05/16/15 00:00:00","LA","Barataria Bay","Belle Pass East",29.0901,-90.22190000000001,"SNEG",282,331,,"Y","N"
4161,2018,"06/23/18 00:00:00","LA","Biloxi South","Biloxi South 1",29.6873,-89.4646,"BLSK",281,542,,"Y","N"
126,2010,"05/08/10 00:00:00","LA","Barataria Bay","Bay Ronquille Northwest Island",29.3631,-89.85339999999999,"LAGU",280,660,,"Y","N"
127,2010,"05/07/10 00:00:00","LA","Biloxi North","Drum Bay Island",29.9197,-89.2627,"LAGU",278,881,,"Y","N"
3433,2015,"06/21/15 00:00:00","LA","Biloxi North","Biloxi North 13",30.0261,-89.2274,"LAGU",277,371,,"Y","N"
4759,2021,"05/17/21 00:00:00","TX","Corpus Christi-Aransas Bay","Shamrock Island",27.75883,-97.16936,"UNWW",277,393,,"Y","N"
4162,2018,"06/23/18 00:00:00","LA","Biloxi North","Deadman Point",29.7411,-89.35680000000001,"BRPE",276,554,,"Y","N"
4163,2018,"05/21/18 00:00:00","LA","Terrebonne Bay","Felicity Island",29.2558,-90.44,"GREG",275,332,,"Y","N"
128,2010,"05/18/10 00:00:00","LA","Biloxi North","Biloxi North 5",30.0675,-89.2069,"LAGU",275,514,,"Y","N"
1618,2011,"05/17/11 00:00:00","LA","Barataria Bay","Belle Pass East",29.0901,-90.22190000000001,"SNEG",275,317,,"Y","N"
129,2010,"05/07/10 00:00:00","LA","Biloxi North","Drum Bay Island",29.9197,-89.2627,"WHIB",275,553,,"Y","N"
3434,2015,"05/17/15 00:00:00","LA","Biloxi South","Biloxi South 2",29.7047,-89.5647,"FOTE",274,354,,"Y","N"
4164,2018,"05/20/18 00:00:00","LA","Barataria Bay","Fricot Bayou Island",29.3459,-90.0342,"FOTE",274,353,,"Y","N"
3435,2015,"05/16/15 00:00:00","LA","Barataria Bay","Queen Bess Island",29.3043,-89.9592,"GREG",273,166,,"Y","N"
4760,2021,"05/17/21 00:00:00","TX","Lower Laguna Madre","Green Island Spoils J",26.412731,-97.300725,"LAGU",273,399,,"Y","N"
2805,2013,"06/18/13 00:00:00","LA","Biloxi North","Biloxi North 27",29.8807,-89.2497,"BLSK",272,423,,"Y","N"
3436,2015,"06/21/15 00:00:00","LA","Breton-Chandeleur Islands","Chandeleur North B",29.949821,-88.823795,"ROYT",272,279,,"Y","N"
3437,2015,"06/22/15 00:00:00","MS","Mississippi Sound Gulf Islands","Ship Island West",30.21127,-88.98289,"BLSK",271,598,,"Y","N"
2807,2013,"05/24/13 00:00:00","LA","Breton-Chandeleur Islands","New Harbor Island 3",29.8542,-88.8634,"LAGU",271,399,,"Y","N"
2806,2013,"06/17/13 00:00:00","FL","Apalachicola East","Flag Island South",29.6261,-85.152,"SATE",271,323,,"Y","N"
2239,2012,"05/28/12 00:00:00","LA","Biloxi South","Biloxi South 3",29.7017,-89.5487,"WHIB",271,339,,"Y","N"
2808,2013,"05/24/13 00:00:00","LA","Biloxi South","Biloxi South 11",29.5247,-89.57259999999999,"GREG",270,200,,"Y","N"
2240,2012,"05/29/12 00:00:00","LA","Breton-Chandeleur Islands","New Harbor Island 3",29.8542,-88.8634,"LAGU",270,447,,"Y","N"
4165,2018,"05/19/18 00:00:00","LA","Biloxi North","Little Mud Grass Island",29.9508,-89.32250000000001,"LAGU",270,335,,"Y","N"
4761,2021,"06/20/21 00:00:00","TX","Galveston","Mustang Bayou Island",29.167164,-95.129808,"SATE",270,318,,"Y","N"
130,2010,"05/08/10 00:00:00","LA","Barataria Bay","Belle Pass East",29.0901,-90.22190000000001,"SNEG",270,356,,"Y","N"
2809,2013,"05/24/13 00:00:00","LA","Biloxi North","Door Point Lagoon 1",30.0637,-89.19280000000001,"BRPE",269,354,"Does not include 1 Empty Nest","Y","N"
4762,2021,"06/20/21 00:00:00","TX","Lower Laguna Madre","Green Island",26.39257,-97.32510000000001,"ROSP",269,314,,"Y","N"
1619,2011,"06/14/11 00:00:00","LA","Biloxi North","Biloxi North 27",29.8807,-89.2497,"BLSK",268,340,,"Y","N"
2241,2012,"05/27/12 00:00:00","LA","Barataria Bay","Queen Bess Island",29.3043,-89.9592,"GREG",268,214,"Does not include 3 Empty Nests","Y","N"
4764,2021,"05/17/21 00:00:00","TX","Galveston","West Bay Bird Island",29.09517,-95.14105000000001,"ROSP",268,711,,"Y","N"
4763,2021,"05/17/21 00:00:00","TX","Lower Laguna Madre","Bahia Grande C East",26.04147,-97.28154000000001,"TRHE",268,324,,"Y","Y"
2242,2012,"05/30/12 00:00:00","FL","Apalachicola West","Audubon Island",30.17688,-85.7353,"LAGU",267,420,,"Y","N"
4765,2021,"06/20/21 00:00:00","TX","Corpus Christi-Aransas Bay","Black Skimmer Strip",28.11619,-96.93405,"GBTE",266,353,,"Y","N"
4766,2021,"06/14/21 00:00:00","FL","Apalachicola East","Flag Island South",29.6261,-85.152,"SATE",266,353,,"Y","N"
132,2010,"05/08/10 00:00:00","LA","Barataria Bay","Queen Bess Island",29.3043,-89.9592,"ROSA",265,270,,"Y","N"
131,2010,"06/23/10 00:00:00","TX","Corpus Christi-Aransas Bay","Nueces Causeway",27.84176,-97.37604,"ROYT",265,191,,"Y","N"
2243,2012,"06/19/12 00:00:00","LA","Biloxi North","Biloxi North 7",30.0578,-89.2011,"BRPE",264,372,,"Y","N"
2810,2013,"05/23/13 00:00:00","LA","Barataria Bay","Cat Bay North Island",29.3656,-89.8646,"BRPE",263,444,"Does not include 1 Empty Nest","Y","N"
133,2010,"06/10/10 00:00:00","FL","Ten Thousand Islands","Chocoloskee Bay Islet",25.8486,-81.413,"GREG",263,186,,"Y","N"
2811,2013,"05/24/13 00:00:00","LA","Biloxi South","Biloxi South 2",29.7047,-89.5647,"FOTE",262,547,,"Y","Y"
4767,2021,"06/16/21 00:00:00","LA","Biloxi North","Biloxi North 13",30.0261,-89.2274,"ROYT",262,275,,"Y","N"
2812,2013,"06/17/13 00:00:00","FL","Apalachicola East","Flag Island South",29.6261,-85.152,"ROYT",260,291,,"Y","N"
4166,2018,"05/21/18 00:00:00","LA","Vermilion Bay","Southwest Pass Islands 1",29.594507,-92.038113,"GREG",259,330,,"Y","N"
2244,2012,"06/19/12 00:00:00","LA","Biloxi North","Biloxi North 35",29.951,-89.253,"WHIB",259,292,,"Y","N"
2813,2013,"06/18/13 00:00:00","LA","Biloxi North","Biloxi North 16",29.9984,-89.2924,"WHIB",259,290,,"Y","N"
4167,2018,"05/21/18 00:00:00","LA","Terrebonne Bay","Felicity Island",29.2558,-90.44,"SNEG",258,319,,"Y","N"
2814,2013,"06/18/13 00:00:00","LA","Biloxi North","Biloxi North 14",30.0038,-89.20650000000001,"BLSK",257,285,,"Y","N"
2246,2012,"06/21/12 00:00:00","LA","Vermilion Bay","Bayou Platte Island South",29.6069,-91.8913,"GBTE",257,350,,"Y","N"
3438,2015,"06/20/15 00:00:00","LA","Vermilion Bay","Bayou Platte Island North",29.619877,-91.895594,"GBTE",257,331,,"Y","N"
2245,2012,"05/27/12 00:00:00","LA","Barataria Bay","Grand Island Point",29.3727,-89.8929,"TRHE",257,237,,"Y","N"
134,2010,"06/10/10 00:00:00","FL","Tampa Bay","Blackburn Bay Island North",27.1515,-82.4751,"WOST",257,260,,"Y","N"
4768,2021,"05/17/21 00:00:00","TX","Upper Laguna Madre","Naval Air Station Islands O",27.663374,-97.254623,"LAGU",256,374,,"Y","N"
2815,2013,"05/23/13 00:00:00","LA","Barataria Bay","Belle Pass East",29.0901,-90.22190000000001,"WHIB",256,430,,"Y","N"
2816,2013,"06/17/13 00:00:00","AL","Mississippi Sound","Terrapin Island",30.335,-88.2619,"BLSK",255,462,,"Y","N"
4769,2021,"06/17/21 00:00:00","LA","Birdsfoot East","Gunn Island",29.4136,-89.2957,"LAGU",255,587,,"Y","N"
135,2010,"06/10/10 00:00:00","FL","Tampa Bay","Cortez Island",27.462,-82.6824,"GREG",254,193,,"Y","N"
1620,2011,"06/15/11 00:00:00","LA","Breton-Chandeleur Islands","Gosier Islands South",29.52369,-89.09535,"SATE",253,504,,"Y","N"
2247,2012,"05/27/12 00:00:00","LA","Barataria Bay","Cat Bay Island",29.3474,-89.8672,"GREG",252,207,,"Y","N"
3439,2015,"05/18/15 00:00:00","AL","Mobile Bay Interior","Gaillard Island",30.5063,-88.03619999999999,"SATE",252,279,,"Y","Y"
137,2010,"05/08/10 00:00:00","LA","Barataria Bay","Cat Bay South Island",29.3341,-89.8716,"LAGU",250,1394,,"Y","N"
136,2010,"06/25/10 00:00:00","TX","Galveston","North Deer Island",29.28519,-94.92462,"TRHE",250,188,,"Y","N"
1621,2011,"05/19/11 00:00:00","LA","Biloxi North","Little Mud Grass Island Northeast",29.9628,-89.3156,"LAGU",249,249,,"Y","N"
138,2010,"05/08/10 00:00:00","LA","Biloxi South","Belle Isle",29.5758,-89.5727,"LAGU",248,504,,"Y","N"
4168,2018,"06/24/18 00:00:00","LA","Breton-Chandeleur Islands","Chandeleur North A",29.969531,-88.82772199999999,"BLSK",247,407,,"Y","N"
3440,2015,"05/18/15 00:00:00","LA","Lake Borgne","Half Moon Island",30.1376,-89.43519999999999,"FOTE",247,486,,"Y","N"
4169,2018,"05/21/18 00:00:00","LA","Terrebonne Bay","Raccoon Island",29.0505,-90.92659999999999,"BLSK",246,584,,"Y","N"
4771,2021,"06/17/21 00:00:00","LA","Biloxi North","Hell Pass Coast C",29.92569,-89.31116,"LAGU",246,333,,"Y","N"
4770,2021,"06/16/21 00:00:00","LA","Biloxi North","Isle au Pitre",30.1526,-89.1968,"SATE",246,322,,"Y","N"
139,2010,"05/07/10 00:00:00","LA","Biloxi North","Biloxi North 31",29.8043,-89.28149999999999,"FOTE",245,330,,"Y","N"
1622,2011,"06/14/11 00:00:00","LA","Biloxi North","Biloxi North 10 A",30.0485,-89.322,"LAGU",245,311,,"Y","N"
4772,2021,"06/16/21 00:00:00","MS","Mississippi Sound Gulf Islands","Ship Island",30.21912,-88.92156,"ROYT",245,369,,"Y","N"
140,2010,"05/17/10 00:00:00","LA","Terrebonne Bay","Felicity Island",29.2558,-90.44,"SNEG",244,292,,"Y","N"
4773,2021,"06/20/21 00:00:00","TX","Matagorda Bay","Chester Island",28.45174,-96.34689,"WHIB",244,342,,"Y","Y"
2248,2012,"05/27/12 00:00:00","LA","Barataria Bay","Grand Island Point",29.3727,-89.8929,"BRPE",243,514,,"Y","N"
144,2010,"06/14/10 00:00:00","LA","Birdsfoot West","Birdsfoot West 2",29.1875,-89.31229999999999,"BLSK",242,473,,"Y","N"
3441,2015,"06/21/15 00:00:00","LA","Biloxi South","Biloxi South 10 D",29.52792,-89.54504,"BRPE",242,406,,"Y","N"
141,2010,"06/11/10 00:00:00","FL","Crystal River","Homosassa Point Key",28.7776,-82.7336,"DCCO",242,246,"Does not include 5 Empty Nests","Y","N"
142,2010,"05/07/10 00:00:00","LA","Biloxi North","Biloxi North 30 B",29.8166,-89.3095,"FOTE",242,286,,"Y","N"
1623,2011,"05/19/11 00:00:00","LA","Lake Borgne","Half Moon Island",30.1376,-89.43519999999999,"SNEG",242,149,,"Y","N"
143,2010,"06/14/10 00:00:00","LA","Birdsfoot West","Birdsfoot West 1",29.2054,-89.3549,"WHIB",242,320,,"Y","N"
1624,2011,"06/14/11 00:00:00","LA","Lake Borgne","Half Moon Island",30.1376,-89.43519999999999,"WHIB",242,242,,"Y","N"
2249,2012,"05/28/12 00:00:00","LA","Biloxi South","Biloxi South 10 C",29.53327,-89.55606,"BRPE",241,380,,"Y","N"
4774,2021,"06/20/21 00:00:00","TX","Corpus Christi-Aransas Bay","Shamrock Island",27.75883,-97.16936,"ROSP",241,275,,"Y","N"
4171,2018,"06/24/18 00:00:00","LA","Breton-Chandeleur Islands","Curlew Island",29.66636,-88.96111999999999,"BLSK",240,454,,"Y","N"
4170,2018,"06/24/18 00:00:00","LA","Birdsfoot East","East Bay Spoil Island",29.061022,-89.244134,"FOTE",240,272,,"Y","N"
2250,2012,"05/28/12 00:00:00","LA","Biloxi North","Biloxi North 10 A",30.0485,-89.322,"LAGU",240,329,,"Y","N"
4775,2021,"05/17/21 00:00:00","TX","Galveston","West Bay Bird Island",29.09517,-95.14105000000001,"LAGU",240,340,,"Y","N"
2251,2012,"05/28/12 00:00:00","LA","Biloxi South","Biloxi South 9",29.5392,-89.53530000000001,"LAGU",239,330,,"Y","N"
2818,2013,"05/23/13 00:00:00","LA","Barataria Bay","Queen Bess Island",29.3043,-89.9592,"ROYT",239,333,,"Y","N"
2817,2013,"05/24/13 00:00:00","LA","Lake Borgne","Half Moon Island",30.1376,-89.43519999999999,"TRHE",239,266,,"Y","Y"
4776,2021,"06/16/21 00:00:00","LA","Breton-Chandeleur Islands","Chandeleur South D",29.770378,-88.882942,"LAGU",238,384,,"Y","N"
1625,2011,"05/19/11 00:00:00","LA","Breton-Chandeleur Islands","Chandeleur South B",29.79898,-88.86415599999999,"ROYT",237,279,,"Y","N"
4777,2021,"06/14/21 00:00:00","FL","Apalachicola East","Lanark Reef West",29.871013,-84.590857,"BRPE",236,532,,"Y","N"
2819,2013,"06/18/13 00:00:00","LA","Biloxi North","Little Mud Grass Island Northeast",29.9628,-89.3156,"LAGU",236,291,,"Y","Y"
2252,2012,"05/30/12 00:00:00","FL","Apalachicola East","Flag Island South",29.6261,-85.152,"BLSK",235,481,,"Y","N"
4778,2021,"06/17/21 00:00:00","LA","Biloxi South","Belle Isle",29.5758,-89.5727,"WHIB",235,326,,"Y","N"
2253,2012,"05/29/12 00:00:00","AL","Mississippi Sound","Cat Island",30.3207,-88.2099,"BRPE",234,572,,"Y","N"
1626,2011,"06/14/11 00:00:00","LA","Biloxi North","Hell Pass Coast",29.92569,-89.31116,"TRHE",234,237,,"Y","N"
145,2010,"06/23/10 00:00:00","TX","Matagorda Bay","Chester Island",28.45174,-96.34689,"GREG",233,234,,"Y","N"
3442,2015,"05/16/15 00:00:00","LA","Terrebonne Bay","Raccoon Island",29.0505,-90.92659999999999,"GREG",233,129,,"Y","N"
2254,2012,"05/30/12 00:00:00","FL","Apalachicola East","Saint George Causeway",29.694945,-84.88297900000001,"LAGU",233,260,,"Y","N"
4779,2021,"05/23/21 00:00:00","LA","Biloxi North","Brush Island",30.034,-89.1863,"LAGU",233,489,,"Y","Y"
146,2010,"06/23/10 00:00:00","TX","Corpus Christi-Aransas Bay","Copano Rattlesnake Point",28.0561,-97.13330000000001,"TRHE",233,238,,"Y","N"
4780,2021,"06/19/21 00:00:00","LA","Barataria Bay","Barataria Bay 12",29.4323,-90.0147,"FOTE",232,290,,"Y","N"
2255,2012,"05/28/12 00:00:00","LA","Biloxi North","Drum Bay Island",29.9197,-89.2627,"SATE",232,235,,"Y","N"
3443,2015,"05/17/15 00:00:00","LA","Biloxi South","Biloxi South 3",29.7017,-89.5487,"WHIB",232,279,,"Y","Y"
2820,2013,"05/23/13 00:00:00","LA","Breton-Chandeleur Islands","Breton Island",29.4955,-89.1742,"CATE",231,374,,"Y","N"
1627,2011,"06/18/11 00:00:00","LA","Vermilion Bay","Bayou Platte Island South",29.6069,-91.8913,"FOTE",231,231,,"Y","N"
147,2010,"05/08/10 00:00:00","LA","Barataria Bay","Beauregard Island",29.27971,-89.97225,"FOTE",230,278,,"Y","N"
4783,2021,"06/17/21 00:00:00","LA","Biloxi South","Biloxi South 10 B",29.5289,-89.55068,"LAGU",229,364,,"Y","N"
4782,2021,"06/20/21 00:00:00","TX","Lower Laguna Madre","Bahia Grande C East",26.04147,-97.28154000000001,"SNEG",229,295,,"Y","Y"
4781,2021,"06/17/21 00:00:00","LA","Biloxi North","Biloxi North 16",29.9984,-89.2924,"TRHE",229,245,,"Y","N"
1628,2011,"06/13/11 00:00:00","AL","Mississippi Sound Gulf Islands","Dauphin Island 5",30.243843,-88.229688,"BLSK",228,341,,"Y","N"
4784,2021,"05/18/21 00:00:00","TX","Galveston","North Deer Island",29.28519,-94.92462,"SNEG",228,243,,"Y","N"
4172,2018,"05/21/18 00:00:00","LA","Terrebonne Bay","Felicity Island",29.2558,-90.44,"WHIB",227,348,,"Y","N"
3444,2015,"06/21/15 00:00:00","LA","Biloxi North","Bayou Pintou",30.128,-89.224,"BLSK",226,555,,"Y","N"
4174,2018,"06/23/18 00:00:00","LA","Biloxi North","Redfish Bend",29.9679,-89.2276,"BLSK",226,427,,"Y","N"
4173,2018,"05/21/18 00:00:00","LA","Terrebonne Bay","Philo Brice Islands",29.18416,-90.34678,"SATE",226,273,,"Y","N"
148,2010,"05/18/10 00:00:00","AL","Mississippi Sound","Cat Island",30.3207,-88.2099,"WHIB",226,239,,"Y","N"
4785,2021,"05/17/21 00:00:00","TX","Galveston","Nolan Ryan Marsh",28.94099,-95.35596,"BCNH",225,342,,"Y","N"
1629,2011,"05/20/11 00:00:00","FL","Apalachicola East","Flag Island South",29.6261,-85.152,"BLSK",225,405,,"Y","N"
4175,2018,"06/24/18 00:00:00","LA","Breton-Chandeleur Islands","Chandeleur South D",29.770378,-88.882942,"BLSK",225,311,,"Y","N"
3445,2015,"06/21/15 00:00:00","LA","Biloxi South","Biloxi South 4 B",29.6629,-89.4628,"LAGU",224,351,,"Y","N"
1630,2011,"05/19/11 00:00:00","LA","Biloxi North","Biloxi North 36",30.0497,-89.3038,"WHIB",224,216,,"Y","N"
3446,2015,"06/21/15 00:00:00","LA","Biloxi North","Biloxi North 27",29.8807,-89.2497,"BLSK",222,624,,"Y","N"
4176,2018,"06/23/18 00:00:00","LA","Biloxi North","Turtle Pen Isle",29.938,-89.242,"BLSK",222,296,,"Y","N"
2256,2012,"06/19/12 00:00:00","LA","Biloxi North","Biloxi North 7",30.0578,-89.2011,"LAGU",222,489,,"Y","N"
1632,2011,"05/17/11 00:00:00","LA","Terrebonne Bay","Felicity Island",29.2558,-90.44,"SATE",222,314,,"Y","N"
1631,2011,"06/17/11 00:00:00","LA","Biloxi South","Biloxi South 10 C",29.53327,-89.55606,"WHIB",222,231,,"Y","N"
3447,2015,"06/20/15 00:00:00","LA","Vermilion Bay","Bayou Platte Island South",29.6069,-91.8913,"GBTE",221,293,,"Y","N"
4177,2018,"05/19/18 00:00:00","LA","Biloxi South","Biloxi South 10 D",29.52792,-89.54504,"GBTE",221,299,,"Y","N"
1633,2011,"05/19/11 00:00:00","LA","Biloxi North","Drum Bay Island",29.9197,-89.2627,"TRHE",221,228,,"Y","N"
4786,2021,"05/17/21 00:00:00","TX","Lower Laguna Madre","Green Island Spoils H",26.409936,-97.30549999999999,"LAGU",220,318,,"Y","N"
2821,2013,"06/19/13 00:00:00","LA","Barataria Bay","Bastian Island",29.296,-89.66549999999999,"ROYT",220,308,,"Y","N"
1634,2011,"06/15/11 00:00:00","LA","Breton-Chandeleur Islands","Gosier Islands South",29.52369,-89.09535,"BLSK",219,317,,"Y","N"
2257,2012,"05/27/12 00:00:00","LA","Barataria Bay","Bay Ronquille Northeast Island",29.3659,-89.8357,"LAGU",219,433,,"Y","N"
4787,2021,"05/18/21 00:00:00","TX","Galveston","North Deer Island",29.28519,-94.92462,"NECO",219,244,,"Y","N"
2258,2012,"05/27/12 00:00:00","LA","Terrebonne Bay","Raccoon Island West",29.0596,-90.94159999999999,"BLSK",218,1887,,"Y","N"
149,2010,"05/17/10 00:00:00","LA","Sabine-Calcasieu","Rabbit Island",29.8494,-93.383,"FOTE",218,221,,"Y","N"
