ColonyID,ActiveInventory,ColonyGroupBuffer,ColonyName,State,Longitude,Latitude,PrimaryHabitat,LandForm,GeoRegion,ExtrapArea,TerrestEcoRegion,MarineEcoRegion,FormerNames,OrigDotterID,NOTES August 2022
"H_SAND","No","Sand Keys","Sand Keys","FL",-82.7946,28.038,,,"Tampa Bay","South Florida","Southwestern Florida Flatwoods","Western Florida Estuarine Area",,"Sand Keys","Surveyed 2010 only."
"H_SYKY","No","Sandy Key","Sandy Key","FL",-81.01542000000001,25.034399,,,"Everglades National Park","South Florida","Southern Coast and Islands","Florida Bay",,"Sandy Key","Surveyed 2010 only."
"SREL","Yes","Santa Rosa Island East Lot","Santa Rosa Island East Lot","FL",-86.99315,30.35894,,,"Pensacola","Coastal Marshes-Barrier Islands","Gulf Barrier Islands and Coastal Marshes","Eastern Gulf Neritic","Lot 7, S",,
"SRWL","Yes","Santa Rosa Island West Lot","Santa Rosa Island West Lot","FL",-87.19396999999999,30.32506,,,"Pensacola","Coastal Marshes-Barrier Islands","Gulf Barrier Islands and Coastal Marshes","Eastern Gulf Neritic","A/C Colony, South",,
"SCEN","Yes","Menge-Scenic-Espy","Scenic","MS",-89.2088,30.32649,,,"Mississippi Sound","Coastal Marshes","Gulf Barrier Islands and Coastal Marshes","Mississippi Estuarine Area","None",,"Colony location is at center of polygon provided by MSCWB."
"SCOI","Yes","Scofield Island","Scofield Island","LA",-89.54569100000001,29.241339,,,"Birdsfoot West","Coastal Marshes","Deltaic Coastal Marshes and Barrier Islands","Mississippi Estuarine Area","None",,
"S_SD_B","No","Seadrift Island","Seadrift Island B","TX",-96.7229,28.3968,,,"Matagorda Bay","Mid Texas Coast","Mid-Coast TX Barrier Islands and Coastal Marshes","Texas Estuarine Area","PJC59","PJC59","One of four Seadrift islands,TCWB database.  TCWB considers this island submerged; appears tidally inundated."
"S_SD_C","No","Seadrift Island","Seadrift Island C","TX",-96.72580000000001,28.3888,,,"Matagorda Bay","Mid Texas Coast","Mid-Coast TX Barrier Islands and Coastal Marshes","Texas Estuarine Area","PJC60","PJC60","One of four Seadrift islands,TCWB database.  TCWB considers this island submerged; appears tidally inundated."
"CG_SD","No","Seadrift Islands","Seadrift Islands","TX",-96.7244,28.3932,,,"Matagorda Bay","Mid Texas Coast","Mid-Coast TX Barrier Islands and Coastal Marshes","Texas Estuarine Area","NA",,"ColonyGroupBuffer centroid location coordinates. Centroid coordinates between two of four Seadrift Island colonies, TCWB database."
"H_SEAK","No","Seahorse Key","Seahorse Key","FL",-83.06610000000001,29.0969,,,"Crystal River","South Florida","Big Bend Coastal Marsh","Eastern Gulf Neritic",,"Seahorse Key","Surveyed 2010 only."
"CG_SCI","Yes","Second Chain of Islands","Second Chain of Islands","TX",-96.814806,28.189701,,,"Corpus Christi-Aransas Bay","Mid Texas Coast","Mid-Coast TX Barrier Islands and Coastal Marshes","Texas Estuarine Area","NA",,"ColonyGroupBuffer centroid location coordinates."
"H_SCI_B","No","Second Chain of Islands","Second Chain of Islands B","TX",-96.81665,28.19825,,,"Corpus Christi-Aransas Bay","Mid Texas Coast","Mid-Coast TX Barrier Islands and Coastal Marshes","Texas Estuarine Area","Second Chain 690-422, Second Chain of Islands_5","Second Chain of Islands","Original coordinates in water, moved to SCI_B."
"SCI_D","Yes","Second Chain of Islands","Second Chain of Islands D","TX",-96.814465,28.194354,,,"Corpus Christi-Aransas Bay","Mid Texas Coast","Mid-Coast TX Barrier Islands and Coastal Marshes","Texas Estuarine Area","Second Chain 690-422","Second Chain of Islands",
"SCI_G","Yes","Second Chain of Islands","Second Chain of Islands G","TX",-96.81453399999999,28.192882,,,"Corpus Christi-Aransas Bay","Mid Texas Coast","Mid-Coast TX Barrier Islands and Coastal Marshes","Texas Estuarine Area","Second Chain 690-422, Second Chain of Islands_4","Second Chain of Islands",
"SCI_I","Yes","Second Chain of Islands","Second Chain of Islands I","TX",-96.81523,28.1888,,,"Corpus Christi-Aransas Bay","Mid Texas Coast","Mid-Coast TX Barrier Islands and Coastal Marshes","Texas Estuarine Area","Second Chain 690-422, Second Chain of Islands_3","Second Chain of Islands","Active inventory.  Original coordinate placement now in water, but island still extant; assume location is for this island."
"SCI_J","Yes","Second Chain of Islands","Second Chain of Islands J","TX",-96.8137,28.1857,,,"Corpus Christi-Aransas Bay","Mid Texas Coast","Mid-Coast TX Barrier Islands and Coastal Marshes","Texas Estuarine Area","Second Chain 690-422, Second Chain of Islands_1","Second Chain of Islands",
"H_SCI_K","No","Second Chain of Islands","Second Chain of Islands K","TX",-96.81731000000001,28.18135,,,"Corpus Christi-Aransas Bay","Mid Texas Coast","Mid-Coast TX Barrier Islands and Coastal Marshes","Texas Estuarine Area","Second Chain 690-422, Second Chain of Islands_2","Second Chain of Islands","Original coordinates in water, moved to SCI_K."
"H_SCWA","No","Second Chance Critical Wildlife Area","Second Chance Critical Wildlife Area","FL",-81.6674,25.8389,,,"Ten Thousand Islands","South Florida","Southern Coast and Islands","Shark River Estuarine Area",,"MWP43","Surveyed 2010 only."
"SHAM","Yes","Shamrock Island","Shamrock Island","TX",-97.16936,27.75883,,,"Corpus Christi-Aransas Bay","Mid Texas Coast","Mid-Coast TX Barrier Islands and Coastal Marshes","Texas Estuarine Area","Shamrock 614-186",,"Original coordinate placement in water, unclear if colony was/is part of Second Chain or on Two Ring Island."
"SHL","Yes","Shell","Shell","MS",-88.94789,30.3922,,,"Mississippi Sound","Coastal Marshes","Gulf Barrier Islands and Coastal Marshes","Mississippi Estuarine Area","None",,"Colony location is at center of polygon provided by MSCWB."
"CG_SIE","Yes","Shell Island East","Shell Island East","LA",-89.62835200000001,29.281019,,,"Barataria Bay","Coastal Marshes-Barrier Islands","Deltaic Coastal Marshes and Barrier Islands","Mississippi Estuarine Area","NA",,"ColonyGroupBuffer centroid location coordinates. "
"SIE_A","Yes","Shell Island East","Shell Island East A","LA",-89.6131,29.2701,,,"Barataria Bay","Coastal Marshes-Barrier Islands","Deltaic Coastal Marshes and Barrier Islands","Mississippi Estuarine Area","BaratariaBay_1","PJC77",
"SIE_B","Yes","Shell Island East","Shell Island East B","LA",-89.62690000000001,29.2786,,,"Barataria Bay","Coastal Marshes-Barrier Islands","Deltaic Coastal Marshes and Barrier Islands","Mississippi Estuarine Area","BaratariaBay_2","PJC78",
"SIE_C","Yes","Shell Island East","Shell Island East C","LA",-89.615522,29.271771,,,"Barataria Bay","Coastal Marshes-Barrier Islands","Deltaic Coastal Marshes and Barrier Islands","Mississippi Estuarine Area","None",,
"SHER","Yes","Lady Mary-Sherman","Sherman","MS",-89.27419,30.30526,,,"Mississippi Sound","Coastal Marshes","Gulf Barrier Islands and Coastal Marshes","Mississippi Estuarine Area","None",,"Colony location is at center of polygon provided by MSCWB."
"CG_SHIP","Yes","Ship Island","Ship Island","MS",-88.92156,30.21912,,,"Mississippi Sound Gulf Islands","Barrier Islands","Gulf Barrier Islands and Coastal Marshes","Mississippi Estuarine Area","NA","PJC85","ColonyGroupBuffer centroid location coordinates. "
"SHIP_E","Yes","Ship Island","Ship Island East","MS",-88.8867,30.2382,,,"Mississippi Sound Gulf Islands","Barrier Islands","Gulf Barrier Islands and Coastal Marshes","Mississippi Estuarine Area","Ship Island Colony",,"Coordinate is between SHIP_E and SHIP_W."
"SHIP_W","Yes","Ship Island","Ship Island West","MS",-88.98289,30.21127,,,"Mississippi Sound Gulf Islands","Barrier Islands","Gulf Barrier Islands and Coastal Marshes","Mississippi Estuarine Area","West Ship Island Colony; West Ship I.","PJC85",
"SKI","Yes","Skimmer Island","Skimmer Island","LA",-91.3836,29.3864,,,"Atchafalaya Bay","Coastal Marshes","Deltaic Coastal Marshes and Barrier Islands","Mississippi Estuarine Area","Eugene Island","SLF3",
"SKIM","Yes","West Nueces Bay","Skimmer Island Nueces Bay","TX",-97.49026000000001,27.86298,,,"Corpus Christi-Aransas Bay","Mid Texas Coast","Mid-Coast TX Barrier Islands and Coastal Marshes","Texas Estuarine Area","Skimmer Island 614-143","PJC40",
"SI","Yes","Smith Island","Smith Island","FL",-84.31802999999999,30.04906,,,"Apalachee Bay","Coastal Marshes","Big Bend Coastal Marsh","Eastern Gulf Neritic","Oyster Bay, St. Mark's","Smith Is.",
"H_SMPI","No","Smith Point Island","Smith Point Island","TX",-94.8082,29.5364,,,"Galveston","Mid-Upper Texas Coast","Mid-Coast TX Barrier Islands and Coastal Marshes","Texas Estuarine Area","Point Island","Point Island","Renamed H_SMPI to not confuse with H_SPI_A and _B; TCWB database - active as of 2014."
"SAI","Yes, New","South Aves Island","South Aves Island","LA",-91.42114599999999,29.348396,,,"Atchafalaya Bay","Coastal Marshes","Deltaic Coastal Marshes and Barrier Islands","Mississippi Estuarine Area","None",,"New colony from LACWB 2022 colony surveys."
"SODE","Yes","Deer Islands","South Deer Island","TX",-94.9119,29.27195,,,"Galveston","Mid-Upper Texas Coast","Mid-Coast TX Barrier Islands and Coastal Marshes","Texas Estuarine Area","South Deer 600-426",,
"CG_SPI","No","South Pass Island","South Pass Island","TX",-96.622,28.29745,,,"Matagorda Bay","Mid Texas Coast","Mid-Coast TX Barrier Islands and Coastal Marshes","Texas Estuarine Area","NA",,"ColonyGroupBuffer centroid location coordinates."
"H_SPI_A","No","South Pass Island","South Pass Island A","TX",-96.6223,28.2984,,,"Matagorda Bay","Mid Texas Coast","Mid-Coast TX Barrier Islands and Coastal Marshes","Texas Estuarine Area","PJC61","PJC61","TCWB database - active 2021: excluded from analyses 2014."
"H_SPI_B","No","South Pass Island","South Pass Island B","TX",-96.62130000000001,28.2961,,,"Matagorda Bay","Mid Texas Coast","Mid-Coast TX Barrier Islands and Coastal Marshes","Texas Estuarine Area","PJC62","PJC62","TCWB database - active 2021: excluded from analyses 2014."
"SWP_1","Yes","Southwest Pass Islands 1","Southwest Pass Islands 1","LA",-92.038113,29.594507,,,"Vermilion Bay","Coastal Marshes","Deltaic Coastal Marshes and Barrier Islands","Mississippi Estuarine Area","No Name SW Pass Island",,
"H_STUP","No","Stump Pass","Stump Pass","FL",-82.3409,26.8968,,,"Tampa Bay","South Florida","Southwestern Florida Flatwoods","Western Florida Estuarine Area",,"MWP66","Surveyed 2010 only."
"H_SUNK","No","Sunken Island","Sunken Island","FL",-82.41500000000001,27.8469,,,"Tampa Bay","South Florida","Southwestern Florida Flatwoods","Western Florida Estuarine Area",,"Sunken Island","Surveyed 2010 only."
"CG_SB","Yes","Sunnyside Beach","Sunnyside Beach","FL",-85.94595,30.2486,,,"Apalachicola West","Coastal Marshes-Barrier Islands","Gulf Barrier Islands and Coastal Marshes","Eastern Gulf Neritic","NA",,"ColonyGroupBuffer centroid location coordinates."
"SB_A","Yes","Sunnyside Beach","Sunnyside Beach A","FL",-85.94607999999999,30.24871,,,"Apalachicola West","Coastal Marshes-Barrier Islands","Gulf Barrier Islands and Coastal Marshes","Eastern Gulf Neritic","Sunny side west",,"Colony coordinates provided by Florida Shorebird Alliance, therefore 500 m colony distance guideline did not apply."
"SB_B","Yes","Sunnyside Beach","Sunnyside Beach B","FL",-85.94582,30.24849,,,"Apalachicola West","Coastal Marshes-Barrier Islands","Gulf Barrier Islands and Coastal Marshes","Eastern Gulf Neritic","Laguna west",,"Colony coordinates provided by Florida Shorebird Alliance, therefore 500 m colony distance guideline did not apply."
"H_SBSI","No","Sutherland Bayou Spoil Island","Sutherland Bayou Spoil Island","FL",-82.7831,28.0731,,,"Tampa Bay","South Florida","Southwestern Florida Flatwoods","Western Florida Estuarine Area",,"MWP27","Surveyed 2010 only."
"H_TBI","No","Tarpon Bay Island","Tarpon Bay Island","FL",-82.07550000000001,26.4565,,,"Charlotte Harbor","South Florida","Southwestern Florida Flatwoods","Western Florida Estuarine Area",,"MWP52","Surveyed 2010 only."
"TEG","Yes","Tegarden","Tegarden","MS",-89.03793,30.37926,,,"Mississippi Sound","Coastal Marshes","Gulf Barrier Islands and Coastal Marshes","Mississippi Estuarine Area","None",,"Colony location is at center of polygon provided by MSCWB."
"TEIS","Yes","Naval Air Station Islands","Tern Island","TX",-97.25123000000001,27.65791,,,"Upper Laguna Madre","Lower Texas Coast","Laguna Madre Barrier Islands and Coastal Marshes","Texas Estuarine Area","614-221S Tern Island",,"Also Naval Air Station Islands - S, TCWB database."
"TERR","Yes","Terrapin Island","Terrapin Island","AL",-88.2619,30.335,,,"Mississippi Sound","Coastal Marshes","Gulf Barrier Islands and Coastal Marshes","Mississippi Estuarine Area","None","SLF34",
"S_TB_1","No","Terrebonne Bay 1","Terrebonne Bay 1","LA",-90.57022000000001,29.21025,,,"Terrebonne Bay","Coastal Marshes-Barrier Islands","Deltaic Coastal Marshes and Barrier Islands","Mississippi Estuarine Area","MWP123","MWP123","Island present through 2015; submerged by 2019."
"H_TB_2","No","Terrebonne Bay 2","Terrebonne Bay 2","LA",-90.44840000000001,29.1992,,,"Terrebonne Bay","Coastal Marshes-Barrier Islands","Deltaic Coastal Marshes and Barrier Islands","Mississippi Estuarine Area","PJC65","PJC65","Manmade structure; dotted but no nests counted in 2010."
"H_TB_3","No","Terrebonne Bay 3","Terrebonne Bay 3","LA",-90.396,29.249,,,"Terrebonne Bay","Coastal Marshes-Barrier Islands","Deltaic Coastal Marshes and Barrier Islands","Mississippi Estuarine Area","PJC66","PJC66","Fractured island remnants much reduced since 2010, but still exist well above tidal influences; dotted but no nests counted in 2010."
"H_TB_4","No","Terrebonne Bay 4","Terrebonne Bay 4","LA",-90.354,29.2164,,,"Terrebonne Bay","Coastal Marshes-Barrier Islands","Deltaic Coastal Marshes and Barrier Islands","Mississippi Estuarine Area","PJC67","PJC67","This island was completely submerged by 2010; dotted but no nests counted in 2010."
"S_TB_5","No","Terrebonne Bay 5","Terrebonne Bay 5","LA",-90.35250000000001,29.2029,,,"Terrebonne Bay","Coastal Marshes-Barrier Islands","Deltaic Coastal Marshes and Barrier Islands","Mississippi Estuarine Area","PJC68","PJC68","Much reduced in size by 2010, completely submerged by 2012; dotted but no nests counted in 2010."
"RS_TB_7","No","Terrebonne Bay 7","Terrebonne Bay 7","LA",-90.4465,29.06,,,"Terrebonne Bay","Coastal Marshes-Barrier Islands","Deltaic Coastal Marshes and Barrier Islands","Mississippi Estuarine Area","None","PJC69","Roosting only; now submerged."
"S_TB_8","No","Terrebonne Bay 8","Terrebonne Bay 8","LA",-90.64927,29.1415,,,"Terrebonne Bay","Coastal Marshes-Barrier Islands","Deltaic Coastal Marshes and Barrier Islands","Mississippi Estuarine Area","Cocodrie #102","Cocodrie #102","Appears tidally inundated by 2015, submerged by 2019."
"H_TC_1","No","Texas Coast 1","Texas Coast 1","TX",-93.9521,29.8482,,,"Sabine-Calcasieu","Coastal Marshes","Texas-Louisiana Coastal Marshes","Texas Estuarine Area","TexasCoast_1","PAG6","Not in TCWB database, but colony site just off Texas Islands Rd."
"H_TC_9","No","Texas Coast 9","Texas Coast 9","TX",-95.0202,29.1595,,,"Galveston","Mid-Upper Texas Coast","Mid-Coast TX Barrier Islands and Coastal Marshes","Texas Estuarine Area","TexasCoast_9","WAW10","Not in TCWB database, but colony location is approx 800 m SE of TCWB colony Snake Cove Point (inactive)."
"THP","Yes","Three Pines","Three Pines","FL",-84.75062,29.71341,,,"Apalachicola East","Coastal Marshes-Barrier Islands","Gulf Barrier Islands and Coastal Marshes","Eastern Gulf Neritic","None",,
"TPAT","Yes","T-Pat Island","T-Pat Island","LA",-91.380152,29.396617,,,"Atchafalaya Bay","Coastal Marshes","Deltaic Coastal Marshes and Barrier Islands","Mississippi Estuarine Area","None",,
"TRI","Yes","Trinity Island","Trinity Island","LA",-90.74911,29.04734,,,"Terrebonne Bay","Coastal Marshes-Barrier Islands","Deltaic Coastal Marshes and Barrier Islands","Mississippi Estuarine Area","None",,
"TRRM","Yes","Trinity River Mouth Islands","Trinity River Mouth","TX",-94.75644,29.83535,,,"Galveston","Mid-Upper Texas Coast","Mid-Coast TX Barrier Islands and Coastal Marshes","Texas Estuarine Area","Trinity River Mouth A, Trinity River Mouth 600-120",,
"CG_TRRMI","Yes","Trinity River Mouth Islands","Trinity River Mouth Islands","TX",-94.76137,29.83425,,,"Galveston","Mid-Upper Texas Coast","Mid-Coast TX Barrier Islands and Coastal Marshes","Texas Estuarine Area","NA",,"ColonyGroupBuffer centroid location coordinates."
"H_TBIS","No","Turtle Bay Island","Turtle Bay Island","FL",-82.1875,26.7867,,,"Charlotte Harbor","South Florida","Southwestern Florida Flatwoods","Western Florida Estuarine Area",,"MWP62","Surveyed 2010 only."
"TPI","Yes","Turtle Pen Isle","Turtle Pen Isle","LA",-89.242,29.938,,,"Biloxi North","Coastal Marshes","Deltaic Coastal Marshes and Barrier Islands","Mississippi Estuarine Area","None","KKN24","Colony location moved to center of island."
"H_UAK","No","Upper Arsnicker Key","Upper Arsnicker Key","FL",-80.8274,24.9316,,,"Everglades National Park","South Florida","Southern Coast and Islands","Florida Bay",,"Upper Arsnicker Key","Surveyed 2010 only."
"S_VB_1","No","Vermilion Bay 1","Vermilion Bay 1","LA",-91.3429,29.3141,,,"Atchafalaya Bay","Coastal Marshes","Deltaic Coastal Marshes and Barrier Islands","Mississippi Estuarine Area","SLF4","SLF4","Island once part of Point au Fer Island (GE 2004); submerged by 2019."
"H_VETK","No","Veterans Key","Veterans Key","FL",-80.7444,24.8507,,,"Florida Keys","South Florida","Southern Coast and Islands","Florida Keys",,"MWP89","Surveyed 2010 only."
"WAIS","Yes","Bay Saint John Islands","Walker Island","AL",-87.54138399999999,30.287087,,,"Mobile Bay Seashore","Barrier Island-Seashore","Gulf Barrier Islands and Coastal Marshes","Mississippi Estuarine Area","None",,
"WALM","Yes","Walmart-Pitcher Point","Walmart","MS",-89.18969,30.33098,,,"Mississippi Sound","Coastal Marshes","Gulf Barrier Islands and Coastal Marshes","Mississippi Estuarine Area","None",,"Colony location is at center of polygon provided by MSCWB."
"H_WAKM","No","Water Key","Water Key Mangroves","FL",-81.34743400000001,24.7483,,,"Florida Keys","South Florida","Southern Coast and Islands","Southwest Florida Neritic",,"Water Key","Surveyed 2010 only; tracklines indicated colony location incorrect, moved to Water Key Mangroves."
"WBB","Yes","West Bay Bird Islands","West Bay Bird Island","TX",-95.14105000000001,29.09517,,,"Galveston","Mid-Upper Texas Coast","Mid-Coast TX Barrier Islands and Coastal Marshes","Texas Estuarine Area","West Bay Bird Island, 600-560, Bird Island","KMR13",
"WBBN","Yes","West Bay Bird Islands","West Bay Bird Island New","TX",-95.14131999999999,29.09832,,,"Galveston","Mid-Upper Texas Coast","Mid-Coast TX Barrier Islands and Coastal Marshes","Texas Estuarine Area","TexasCoast_12, West Bay Bird Island New 600-568","KMR12",
"CG_WBBI","Yes","West Bay Bird Islands","West Bay Bird Islands","TX",-95.141054,29.095174,,,"Galveston","Mid-Upper Texas Coast","Mid-Coast TX Barrier Islands and Coastal Marshes","Texas Estuarine Area","NA",,"ColonyGroupBuffer centroid location coordinates. Centroid coordinates same as West Bay Bird Island."
"WBMO","Yes","West Bay Mooring Facility","West Bay Mooring Facility","TX",-95.10677,29.17285,,,"Galveston","Mid-Upper Texas Coast","Mid-Coast TX Barrier Islands and Coastal Marshes","Texas Estuarine Area","West Bay Mooring 600-552",,
"H_WKBI","No","West Karako Bay Islet","West Karako Bay Islet","LA",-89.23090000000001,30.0049,,,"Biloxi North","Coastal Marshes","Deltaic Coastal Marshes and Barrier Islands","Mississippi Estuarine Area","SLF12","SLF12","Extant 2012, but submerged by 2014; dotter name only one known, given more descriptive name for better geographical reference."
"CG_WNB","Yes","West Nueces Bay","West Nueces Bay","TX",-97.48703,27.85677,,,"Corpus Christi-Aransas Bay","Mid Texas Coast","Mid-Coast TX Barrier Islands and Coastal Marshes","Texas Estuarine Area","NA",,"ColonyGroupBuffer centroid location coordinates."
"WNB_A","Yes","West Nueces Bay","West Nueces Bay 51W A","TX",-97.48302700000001,27.853228,,,"Corpus Christi-Aransas Bay","Mid Texas Coast","Mid-Coast TX Barrier Islands and Coastal Marshes","Texas Estuarine Area","PJC38","PJC38",
"WNB_D","Yes","West Nueces Bay","West Nueces Bay 51W D","TX",-97.47873,27.85152,,,"Corpus Christi-Aransas Bay","Mid Texas Coast","Mid-Coast TX Barrier Islands and Coastal Marshes","Texas Estuarine Area","PJC35","PJC35",
"WNB_J","Yes","West Nueces Bay","West Nueces Bay 51W J","TX",-97.47709,27.85231,,,"Corpus Christi-Aransas Bay","Mid Texas Coast","Mid-Coast TX Barrier Islands and Coastal Marshes","Texas Estuarine Area","PJC36","PJC36",
"WNB_K","Yes","West Nueces Bay","West Nueces Bay 51W K","TX",-97.49294999999999,27.85912,,,"Corpus Christi-Aransas Bay","Mid Texas Coast","Mid-Coast TX Barrier Islands and Coastal Marshes","Texas Estuarine Area","PJC37","PJC37",
"WNB_P","Yes","West Nueces Bay","West Nueces Bay 51W P","TX",-97.49055,27.85798,,,"Corpus Christi-Aransas Bay","Mid Texas Coast","Mid-Coast TX Barrier Islands and Coastal Marshes","Texas Estuarine Area","PJC39","PJC39",
"WHI","Yes","Whiskey Island","Whiskey Island","LA",-90.85284,29.05262,,,"Terrebonne Bay","Coastal Marshes-Barrier Islands","Deltaic Coastal Marshes and Barrier Islands","Mississippi Estuarine Area","None","Not Dotted",
"H_WLL","No","White Log Lake Islands","White Log Lake Islands","LA",-89.31910000000001,29.8283,,,"Biloxi North","Coastal Marshes","Deltaic Coastal Marshes and Barrier Islands","Mississippi Estuarine Area","None","KKN10","Never active; no nests upon review in 2010."
"WHPI","Yes","White Pelican Island","White Pelican Island","TX",-97.36359,27.39097,,,"Upper Laguna Madre","Lower Texas Coast","Laguna Madre Barrier Islands and Coastal Marshes","Texas Estuarine Area","614-345 White Pelican Island",,"Island name:  Chaney #38 White Pelican; Colony name: Marker 81 Spoil Island (NM 163), TCWB database."
"WLI","Yes","Willet Island","Willet Island","LA",-89.2903,29.407,,,"Birdsfoot East","Coastal Marshes","Deltaic Coastal Marshes and Barrier Islands","Mississippi Estuarine Area","BirdsfootEast_2","MWP4","Land loss/submerged by 2012."
"WII","Yes","Wine Island","Wine Island","LA",-90.6108,29.0948,,,"Terrebonne Bay","Coastal Marshes-Barrier Islands","Deltaic Coastal Marshes and Barrier Islands","Mississippi Estuarine Area","None","Wine Island",
"H_WLSA","No","Wolf Lake Skimmer Area","Wolf Lake Skimmer Area","TX",-95.2409,29.0337,,,"Galveston","Mid-Upper Texas Coast","Mid-Coast TX Barrier Islands and Coastal Marshes","Texas Estuarine Area","TexasCoast_14","WAW8","TCWB database - active 2014."
"WOO","Yes","Woodward-Broad","Woodward","MS",-89.11631,30.35614,,,"Mississippi Sound","Coastal Marshes","Gulf Barrier Islands and Coastal Marshes","Mississippi Estuarine Area","None",,"Colony location is at center of polygon provided by MSCWB."
