Year,Date,ColonyName,Dotter,Habitat,Oil,SpeciesCode,ActiveMayJune?,CombineMayJuneData?,Notes,AdditionalNotes
"2021","05/17/21 00:00:00","Chester Island","NY","Spoil Island","N","GBHE","Active Both Months","Y","Colony in incubation stage, chicks present. Complete coverage.",
"2021","05/17/21 00:00:00","Chester Island","NY","Spoil Island","N","GREG","Active Both Months","Y","Colony in incubation stage, chicks present. Complete coverage.",
"2021","05/17/21 00:00:00","Chester Island","NY","Spoil Island","N","LAGU","Active Both Months","Y","Colony in incubation stage, Complete coverage.","Mainly colony dotted in May"
"2021","05/17/21 00:00:00","Chester Island","NY","Spoil Island","N","LBHE","Abandoned by June","N","Four sites present.",
"2021","05/17/21 00:00:00","Chester Island","NY","Spoil Island","N","NECO","Active Both Months","Y","Five sites present.",
"2021","05/17/21 00:00:00","Chester Island","NY","Spoil Island","N","REEG DM","Active Both Months","Y","One bird observed in areas dotted for May",
"2021","05/17/21 00:00:00","Chester Island","NY","Spoil Island","N","REEG WM","Abandoned by June","N","One site present.",
"2021","05/17/21 00:00:00","Chester Island","NY","Spoil Island","N","ROSP","Active Both Months","Y","Colony in incubation stage, Complete coverage.",
"2021","05/17/21 00:00:00","Chester Island","NY","Spoil Island","N","ROYT","Active Both Months","Y","Colony in incubation stage, Complete coverage.",
"2021","05/17/21 00:00:00","Chester Island","NY","Spoil Island","N","SATE","Active Both Months","Y","Colony in incubation stage, Complete coverage.",
"2021","05/17/21 00:00:00","Chester Island","NY","Spoil Island","N","SNEG","Active Both Months","Y","Colony in incubation stage, Complete coverage.",
"2021","05/17/21 00:00:00","Chester Island","NY","Spoil Island","N","TRHE","Active Both Months","Y","Colony in incubation stage, Complete coverage.",
"2021","05/17/21 00:00:00","Chester Island","NY","Spoil Island","N","WHIB","Active Both Months","Y","Colony in incubation stage, Complete coverage.",
"2021","06/20/21 00:00:00","Chester Island","NY","Spoil Island","N","BCNH","Active Both Months","Y","Six sites present.",
"2021","06/20/21 00:00:00","Chester Island","NY","Spoil Island","N","BLSK","Formed by June","N","Seventy sites present.",
"2021","06/20/21 00:00:00","Chester Island","NY","Spoil Island","N","BRPE","Active Both Months","Y","Colony in incubation stage, chicks present. Complete coverage.",
"2021","06/20/21 00:00:00","Chester Island","NY","Spoil Island","N","GBHE","Active Both Months","Y","Colony in incubation stage, chicks present. Complete coverage.",
"2021","06/20/21 00:00:00","Chester Island","NY","Spoil Island","N","GBTE","Formed by June","N","Three sites present.",
"2021","06/20/21 00:00:00","Chester Island","NY","Spoil Island","N","GREG","Active Both Months","Y","Colony in incubation stage, chicks present. Complete coverage.",
"2021","06/20/21 00:00:00","Chester Island","NY","Spoil Island","N","LAGU","Active Both Months","Y","Two birds observed in areas dotted for June.","Active both months. Spactially did not dot majority of colony in June."
"2021","06/20/21 00:00:00","Chester Island","NY","Spoil Island","N","NECO","Active Both Months","Y","Three sites present.",
"2021","06/20/21 00:00:00","Chester Island","NY","Spoil Island","N","REEG DM","Active Both Months","Y","Colony in incubation stage, Complete coverage.","18 sites observed."
"2021","06/20/21 00:00:00","Chester Island","NY","Spoil Island","N","ROSP","Active Both Months","Y","Colony in incubation stage, Complete coverage.",
"2021","06/20/21 00:00:00","Chester Island","NY","Spoil Island","N","ROYT","Active Both Months","Y","Colony in incubation stage, Complete coverage.",
"2021","06/20/21 00:00:00","Chester Island","NY","Spoil Island","N","SATE","Active Both Months","Y","Colony in incubation stage, Complete coverage.",
"2021","06/20/21 00:00:00","Chester Island","NY","Spoil Island","N","SNEG","Active Both Months","Y","Colony in incubation stage, Complete coverage.",
"2021","06/20/21 00:00:00","Chester Island","NY","Spoil Island","N","TRHE","Active Both Months","Y","Colony in incubation stage, chicks present. Complete coverage.",
"2021","06/20/21 00:00:00","Chester Island","NY","Spoil Island","N","WHIB","Active Both Months","Y","Colony in incubation stage, chicks present. Complete coverage.",
"2021","05/17/21 00:00:00","Second Chain of Islands D","NY","Submerged Island","N","CATE","NA","N","Foraging.",
"2021","05/17/21 00:00:00","Second Chain of Islands D","NY","Submerged Island","N","LAGU","NA","N","Foraging.",
"2021","06/20/21 00:00:00","Second Chain of Islands I","NY","Chain Island","N","AMOY","Formed by June","N","One site present.",
"2021","06/20/21 00:00:00","Second Chain of Islands I","NY","Chain Island","N","GBHE","Active Both Months","N","Small colony in incubation stage. Complete coverage",
"2021","06/20/21 00:00:00","Second Chain of Islands I","NY","Chain Island","N","GREG","Active Both Months","N","Small colony in incubation stage. Complete coverage",
"2021","06/20/21 00:00:00","Second Chain of Islands I","NY","Chain Island","N","LAGU","Active Both Months","N","Small colony in incubation stage. Complete coverage",
"2021","06/20/21 00:00:00","Second Chain of Islands I","NY","Chain Island","N","REEG DM","Active Both Months","N","Small colony in incubation stage. Complete coverage",
"2021","06/20/21 00:00:00","Second Chain of Islands I","NY","Chain Island","N","REEG WM","Formed by June","N","Small colony in incubation stage. Complete coverage",
"2021","05/17/21 00:00:00","Second Chain of Islands J","NY","Chain Island","N","BRPE","Active Both Months","N","Territories and roosters observed.","No egg laying sites observed in June, structures in May are territories"
"2021","05/17/21 00:00:00","Second Chain of Islands J","NY","Chain Island","N","NECO","Active Both Months","N","Foraging.",
"2021","05/17/21 00:00:00","Second Chain of Islands J","NY","Chain Island","N","LAGU","Abandoned by June","N","Small colony in incubation stage. Complete coverage",
"2021","05/17/21 00:00:00","Second Chain of Islands J","NY","Chain Island","N","RUTU","NA","N","Foraging.",
"2021","05/17/21 00:00:00","White Pelican Island","BMR","Island with jetty perimeter","N","SATE","N/A","N","Roosting sandwich terns observed in May but not present in June",
"2021","05/17/21 00:00:00","White Pelican Island","BMR","Island with jetty perimeter","N","LAGU","N/A","N","LAGU birds observed in May. Only 1 LAGU bird in June.",
"2021","05/17/21 00:00:00","White Pelican Island","BMR","Island with jetty perimeter","N","ROYT","N/A","N","ROYT bird observed in May but not present in June",
"2021","05/17/21 00:00:00","White Pelican Island","BMR","Island with jetty perimeter","N","CAEG","N/A","N","1 bird observed in May but not present in June",
"2021","05/17/21 00:00:00","White Pelican Island","BMR","Island with jetty perimeter","N","ROSP","N/A","N","1 bird observed in May but not present in June",
"2021","05/17/21 00:00:00","White Pelican Island","BMR","Island with jetty perimeter","N","UNSB","N/A","N","1 bird observed in May but not present in June",
"2021","06/20/21 00:00:00","White Pelican Island","BMR","Island with jetty perimeter","N","AWPE","Active Both Months","Y","Complete coverage. Counted approximately half the island in June where new nests present. Species mostly incubating with a few abandoned sites and territorial birds.",
"2021","06/20/21 00:00:00","White Pelican Island","BMR","Island with jetty perimeter","N","GBHE","Formed by June","N","GBHE chicks with adult in May but without adult in June. Decided to dot June because of additional site not present in May.",
"2021","06/20/21 00:00:00","White Pelican Island","BMR","Island with jetty perimeter","N","REEG","Active Both Months","N","2 white morph and 1 dark morph REEG birds observed in June. 2 WM REEG observed in May Area 4 but decided to dot June because of additional DM REEG.",
"2021","06/20/21 00:00:00","White Pelican Island","BMR","Island with jetty perimeter","N","BRPE","Active Both Months","N","BRPE birds observed in June.",
"2021","05/17/21 00:00:00","Bahia Grande B","BMR","Island with jetty perimeter","N","GBHE","Active Both Months","Y","Too few pictures in May to get a good breeding estimate. Only dotted sites not present in June. 2 sites and 2 chicks without adult.",
"2021","05/17/21 00:00:00","Bahia Grande B","BMR","Island with jetty perimeter","N","BCNH","Active Both Months","Y","Too few pictures in May to get a good breeding estimate. Only dotted sites not present in June. 3 sites.",
"2021","05/17/21 00:00:00","Bahia Grande B","BMR","Island with jetty perimeter","N","BLSK","N/A","N","No BLSK in June",
"2021","05/17/21 00:00:00","Bahia Grande B","BMR","Island with jetty perimeter","N","CATE","N/A","N","No CATE in June; only 1 site",
"2021","05/17/21 00:00:00","Bahia Grande B","BMR","Island with jetty perimeter","N","REEG","N/A","N","Dark morph bird",
"2021","06/20/21 00:00:00","East Marker Spoil","BMR","Spoil island","N","GBHE/REEG","Active Both Months","Y","New nest sites for GBHE and REEG not present in May; species incubating; 9 white morph sites, 1 white morph bird,  2 dark morph sites, 1 dark morph bird REEG",
"2021","05/17/21 00:00:00","East Flats Spoil","BMR","Spoil island","N","REEG","N/A","Y","Not present in June.",
"2021","06/20/21 00:00:00","Bahia Grande B","BMR","Island with jetty perimeter","N","LAGU","Formed by June","N","Only birds along the coastline",
"2021","06/20/21 00:00:00","Bahia Grande B","BMR","Island with jetty perimeter","N","GBHE","Active Both Months","Y","Better camera 1 and 2 pictures for breeding estimates in June. Species mostly incubating with 4 chicks without adult, 2 broods, 1 abandoned nest, and 3 empty nests.",
"2021","06/20/21 00:00:00","Bahia Grande B","BMR","Island with jetty perimeter","N","BCNH","Active Both Months","Y","Better pictures for breeding estimates in June. All birds incubating.",
"2021","06/20/21 00:00:00","Bahia Grande B","BMR","Island with jetty perimeter","N","GREG","Active Both Months","N","Better pictures for breeding estimates in June. Species mostly incubating with 4 chick nests.",
"2021","06/20/21 00:00:00","Bahia Grande A","BMR","Island with jetty perimeter","N","GBHE","Formed by June","N","No birds present in May. One solitary GBHE bird.",
"2021","05/17/21 00:00:00","Bahia Grande B","BMR","Island with jetty perimeter","N","GREG","Active Both Months","Y","Too few pictures in May to get good breeding estimate. Only dotted GREG not present in June. 1 chick nest, 4 sites, and 1 bird.",
"2021","05/17/21 00:00:00","East Flats Spoil","BMR","Spoil island","N","ROYT","N/A","N","Not present in June.",
"2021","05/17/21 00:00:00","East Flats Spoil","BMR","Spoil island","N","SATE","N/A","N","Not present in June.",
"2021","05/17/21 00:00:00","East Flats Spoil","BMR","Spoil island","N","LAGU","Active Both Months","N","Complete coverage; incubating; no chicks present in June; sites from May possibly failed due to flooding and birds re-nested in June",
"2021","05/17/21 00:00:00","East Flats Spoil","BMR","Spoil island","N","BLSK","N/A","N","Roosting in both months.",
"2021","05/17/21 00:00:00","East Flats Spoil","BMR","Spoil island","N","GBHE","Active Both Months","Y","Complete coverage; incubating, except 1 nest with chicks",
"2021","05/17/21 00:00:00","East Flats Spoil","BMR","Spoil island","N","CATE","Active Both Months","N","Complete coverage; no chicks present in June; nest failure possibly due to flooding and birds re-nested in June",
"2021","05/17/21 00:00:00","East Flats Spoil","BMR","Spoil island","N","BRPE","N/A","N","Roosting both months",
"2021","06/20/21 00:00:00","Northeast Mansfield Intersection Spoil","BMR","Spoil island with jetty perimeter","N","ALL","Formed by June","N","Complete coverage; all species incubating, except one REEG white morph nest with chicks (incubating in May)",
"2021","05/17/21 00:00:00","East Marker Spoil","BMR","Spoil island","N","ALL","Active Both Months","Y","Complete coverage; all species incubating; 8 White morph sites, 3 white morph birds, and 1 dark morph bird REEG",
"2021","05/17/21 00:00:00","Bahia Grande C West","BMR","Island with jetty perimeter","N","GBHE","Active Both Months","N","Complete coverage; Colony in incubation stage; Chicks present",
"2021","05/17/21 00:00:00","Bahia Grande C West","BMR","Island with jetty perimeter","N","CATE","Active Both Months","N","Complete coverage; colony in incubation stage; Chicks present and 5 abandoned nests",
"2021","05/17/21 00:00:00","Bahia Grande C West","BMR","Island with jetty perimeter","N","LAGU","Active Both Months","N","Complete coverage; incubating",
"2021","05/17/21 00:00:00","Bahia Grande C West","BMR","Island with jetty perimeter","N","GBTE","Active Both Months","Y","Complete coverage; incubating; dotted areas with more breeding birds in May",
"2021","05/17/21 00:00:00","Laguna Vista Spoils B","BMR","Spoil island w trees around perimeter","N","LAGU","Active Both Months","N","Complete coverage; incubating",
"2021","05/17/21 00:00:00","Laguna Vista Spoils B","BMR","Spoil island w trees around perimeter","N","SNEG","Active Both Months","N","Complete coverage; incubating",
"2021","05/17/21 00:00:00","Laguna Vista Spoils B","BMR","Spoil island w trees around perimeter","N","TRHE","Active Both Months","N","Complete coverage; incubating",
"2021","05/17/21 00:00:00","Laguna Vista Spoils B","BMR","Spoil island w trees around perimeter","N","REEG","Active Both Months","N","Complete coverage; incubating",
"2021","05/17/21 00:00:00","Laguna Vista Spoils B","BMR","Spoil island w trees around perimeter","N","ROSP","Active Both Months","N","Complete coverage; incubating",
"2021","05/17/21 00:00:00","Laguna Vista Spoils B","BMR","Spoil island w trees around perimeter","N","GBHE","Active Both Months","N","Complete coverage; foraging",
"2021","05/17/21 00:00:00","Laguna Vista Spoils B","BMR","Spoil island w trees around perimeter","N","BCNH","Active Both Months","N","Complete coverage; incubating",
"2021","06/20/21 00:00:00","Laguna Vista Spoils B","BMR","Spoil island w trees around perimeter","N","GREG","N/A","N","Complete coverage; roosting bird; species not observed in May",
"2021","05/17/21 00:00:00","Bahia Grande C West","BMR","Island with jetty perimeter","N","FOTE","Active Both Months","N","Complete coverage; incubating",
"2021","06/20/21 00:00:00","Bahia Grande C West","BMR","Island with jetty perimeter","N","BLSK","Formed by June","N","Complete coverage; incubating",
"2021","06/20/21 00:00:00","Bahia Grande C West","BMR","Island with jetty perimeter","N","GBTE","Active Both Months","Y","Complete coverage; incubating; dotted areas with more breeding birds in June",
"2021","06/20/21 00:00:00","Bahia Grande C West","BMR","Island with jetty perimeter","N","DCCO","N/A","N","Complete coverage; roosting birds",
"2021","06/20/21 00:00:00","Bahia Grande C West","BMR","Island with jetty perimeter","N","SNEG","Formed by June","N","Complete coverage; incubating",
"2021","06/20/21 00:00:00","Bahia Grande C West","BMR","Island with jetty perimeter","N","CRCA","N/A","N","Complete coverage; roosting bird",
"2021","05/17/21 00:00:00","Bahia Grande C East","BMR","Island with jetty perimeter","N","LAGU","Active Both Months","Y","Incomplete coverage; incubating; incomplete coverage due to gaps in photos",
"2021","05/17/21 00:00:00","Bahia Grande C East","BMR","Island with jetty perimeter","N","AMOY","N/A","N","Complete coverage; foraging",
"2021","05/17/21 00:00:00","Bahia Grande C East","BMR","Island with jetty perimeter","N","REEG","Active Both Months","Y","Complete coverage; incubating",
"2021","05/17/21 00:00:00","Bahia Grande C East","BMR","Island with jetty perimeter","N","BCNH","Active Both Months","Y","Incomplete coverage; incubating; incomplete coverage due to gaps in photos",
"2021","05/17/21 00:00:00","Bahia Grande C East","BMR","Island with jetty perimeter","N","BRPE","N/A","N","Complete coverage; roosting",
"2021","05/17/21 00:00:00","Bahia Grande C East","BMR","Island with jetty perimeter","N","BWTE","N/A","N","Complete coverage; foraging",
"2021","05/17/21 00:00:00","Bahia Grande C East","BMR","Island with jetty perimeter","N","CATE","Active Both Months","N","Complete coverage; incubating",
"2021","05/17/21 00:00:00","Bahia Grande C East","BMR","Island with jetty perimeter","N","DCCO","N/A","N","Complete coverage; roosting",
"2021","05/17/21 00:00:00","Bahia Grande C East","BMR","Island with jetty perimeter","N","FOTE","Active Both Months","N","Complete coverage; incubating",
"2021","05/17/21 00:00:00","Bahia Grande C East","BMR","Island with jetty perimeter","N","GBHE","Active Both Months","Y","Incomplete coverage; incubating with 2 chick nests and 1 brood; incomplete coverage due to gaps in photos",
"2021","05/17/21 00:00:00","Bahia Grande C East","BMR","Island with jetty perimeter","N","GREG","Active Both Months","Y","Incomplete coverage; incubating; incomplete coverage due to gaps in photos",
"2021","05/17/21 00:00:00","Bahia Grande C East","BMR","Island with jetty perimeter","N","ROSP","Active Both Months","Y","Incomplete coverage; incubating; incomplete coverage due to gaps in photos",
"2021","05/17/21 00:00:00","Bahia Grande C East","BMR","Island with jetty perimeter","N","RUTU","N/A","N","Complete coverage; foraging",
"2021","05/17/21 00:00:00","Bahia Grande C East","BMR","Island with jetty perimeter","N","SNEG","Active Both Months","Y","Incomplete coverage; incubating with 1 abandoned nest; incomplete coverage due to gaps in photos",
"2021","05/17/21 00:00:00","Bahia Grande C East","BMR","Island with jetty perimeter","N","TRHE","Active Both Months","Y","Incomplete coverage; incubating; incomplete coverage due to gaps in photos",
"2021","06/20/21 00:00:00","Bahia Grande C East","BMR","Island with jetty perimeter","N","BCNH","Active Both Months","Y","Complete coverage; incubating; filled gaps from May, resulting in complete coverage for this species",
"2021","06/20/21 00:00:00","Bahia Grande C East","BMR","Island with jetty perimeter","N","BLSK","Formed by June","N","Complete coverage; incubating",
"2021","06/20/21 00:00:00","Bahia Grande C East","BMR","Island with jetty perimeter","N","FOTE","Active Both Months","N","Complete coverage; incubating",
"2021","06/20/21 00:00:00","Bahia Grande C East","BMR","Island with jetty perimeter","N","GBHE","Active Both Months","Y","Complete coverage; incubating with 1 chick nest and 2 broods; filled in gaps from May, resulting in complete coverage for this species",
"2021","06/20/21 00:00:00","Bahia Grande C East","BMR","Island with jetty perimeter","N","GBTE","Active Both Months","N","Complete coverage; incubating with 2 chick nests",
"2021","06/20/21 00:00:00","Bahia Grande C East","BMR","Island with jetty perimeter","N","GREG","Active Both Months","Y","Complete coverage; incubating with 4 chick nests; filled in gaps from May, resulting in complete coverage for this species",
"2021","06/20/21 00:00:00","Bahia Grande C East","BMR","Island with jetty perimeter","N","LAGU","Active Both Months","Y","95% coverage; incubating with 98 chick nests and 14 broods; filled in gaps from May, resulting in 95% coverage for this species",
"2021","06/20/21 00:00:00","Bahia Grande C East","BMR","Island with jetty perimeter","N","REEG","Active Both Months","Y","Complete coverage; incubating with 6 chick nests; filled in gaps from May, resulting in complete coverage for this species",
"2021","06/20/21 00:00:00","Bahia Grande C East","BMR","Island with jetty perimeter","N","ROSP","Active Both Months","Y","Complete coverage; incubating; filled in gaps from May, resulting in complete coverage for this species",
"2021","06/20/21 00:00:00","Bahia Grande C East","BMR","Island with jetty perimeter","N","SNEG","Active Both Months","Y","Complete coverage; incubating with 31 chick nests; filled in gaps from May, resulting in complete coverage for this species",
"2021","06/20/21 00:00:00","Bahia Grande C East","BMR","Island with jetty perimeter","N","TRHE","Active Both Months","Y","Complete coverage; incubating; filled in gaps from May, resulting in complete coverage for this species",
"2021","06/20/21 00:00:00","Bahia Grande C East","BMR","Island with jetty perimeter","N","WHIB","Formed by June","N","Complete coverage; incubating with 2 chick nests an 1 abandoned nest",
"2021","05/17/21 00:00:00","Bahia Grande C Central","BMR","Island with jetty perimeter","N","BCNH","Active Both Months","N","Complete coverage; incubating",
"2021","05/17/21 00:00:00","Bahia Grande C Central","BMR","Island with jetty perimeter","N","BRPE","Active Both Months","N","Complete coverage; roosting",
"2021","05/17/21 00:00:00","Bahia Grande C Central","BMR","Island with jetty perimeter","N","GBHE","Active Both Months","N","Complete coverage; incubating with 6 nests with chicks and 1 abandoned",
"2021","05/17/21 00:00:00","Bahia Grande C Central","BMR","Island with jetty perimeter","N","GREG","Active Both Months","N","Complete coverage; incubating with 1 chick nest and 1 abandoned nest",
"2021","05/17/21 00:00:00","Bahia Grande C Central","BMR","Island with jetty perimeter","N","LAGU","Active Both Months","N","Complete coverage; incubating with 1 abandoned nest",
"2021","05/17/21 00:00:00","Bahia Grande C Central","BMR","Island with jetty perimeter","N","REEG","Active Both Months","N","Complete coverage; incubating with 1 abandoned nest",
"2021","05/17/21 00:00:00","Bahia Grande C Central","BMR","Island with jetty perimeter","N","ROYT","Active Both Months","N","Complete coverage; incubating",
"2021","05/17/21 00:00:00","Bahia Grande C Central","BMR","Island with jetty perimeter","N","RUTU","N/A","N","Complete coverage; foraging",
"2021","05/17/21 00:00:00","Bahia Grande C Central","BMR","Island with jetty perimeter","N","SATE","Active Both Months","N","Complete coverage; incubating",
"2021","05/17/21 00:00:00","Bahia Grande C Central","BMR","Island with jetty perimeter","N","SNEG","Active Both Months","N","Complete coverage; incubating",
"2021","05/17/21 00:00:00","Bahia Grande C Central","BMR","Island with jetty perimeter","N","TRHE","Active Both Months","N","Complete coverage; incubating and 1 abandoned nest",
"2021","05/17/21 00:00:00","Bahia Grande C Central","BMR","Island with jetty perimeter","N","UNSB","N/A","N","Complete coverage; foraging",
"2021","06/20/21 00:00:00","Bahia Grande C Central","BMR","Island with jetty perimeter","N","BLSK","Formed by June","N","Complete coverage; incubating",
"2021","06/20/21 00:00:00","Bahia Grande C Central","BMR","Island with jetty perimeter","N","CATE","Formed by June","N","Complete coverage; incubating",
"2021","06/20/21 00:00:00","Bahia Grande C Central","BMR","Island with jetty perimeter","N","DCCO","N/A","N","Complete coverage; roosting",
"2021","06/20/21 00:00:00","Bahia Grande C Central","BMR","Island with jetty perimeter","N","GBTE","Formed by June","N","Complete coverage; incubating",
"2021","06/20/21 00:00:00","Bahia Grande C Central","BMR","Island with jetty perimeter","N","ROSP","Formed by June","N","Complete coverage; incubating",
"2021","06/20/21 00:00:00","Bahia Grande C Central","BMR","Island with jetty perimeter","N","WHIB","Formed by June","N","Complete coverage; incubating",
"2021","05/17/21 00:00:00","Green Island Spoils A","BMR","Spoil island","N","CATE","Active Both Months","N","Complete coverage; Incubating and chick nests; Chicked out in June",
"2021","05/17/21 00:00:00","Green Island Spoils A","BMR","Spoil island","N","LAGU","Active Both Months","N","Complete coverage; incubating; chicks in June",
"2021","05/17/21 00:00:00","Green Island Spoils A","BMR","Spoil island","N","RUTU","N/A","N","Complete coverage; foraging",
"2021","05/17/21 00:00:00","Green Island Spoils A","BMR","Spoil island","N","BRPE","N/A","N","Complete coverage; roosting",
"2021","05/17/21 00:00:00","Green Island Spoils A","BMR","Spoil island","N","DCCO","N/A","N","Complete coverage; roosting",
"2021","05/17/21 00:00:00","Green Island Spoils B","BMR","Spoil island","N","BLSK","Abandoned by June","N","Complete coverage; birds paired up with only 1 site incubating; gone by June",
"2021","05/17/21 00:00:00","Green Island Spoils B","BMR","Spoil island","N","GBTE","Active Both Months","N","Complete coverage; incubating; no chicks in June with some birds still incubating",
"2021","05/17/21 00:00:00","Green Island Spoils B","BMR","Spoil island","N","GBHE","Active Both Months","Y","Complete coverage; incubating with some chick nests and chicks without attending adult",
"2021","05/17/21 00:00:00","Green Island Spoils B","BMR","Spoil island","N","REEG","Active Both Months","Y","Complete coverage; incubating",
"2021","06/20/21 00:00:00","Green Island Spoils B","BMR","Spoil island","N","LAGU","Active Both Months","N","Complete coverage; incubating",
"2021","06/20/21 00:00:00","Green Island Spoils B","BMR","Spoil island","N","REEG","Active Both Months","Y","Complete coverage; incubating",
"2021","06/20/21 00:00:00","Green Island Spoils B","BMR","Spoil island","N","GBHE","Active Both Months","Y","Complete coverage; incubating",
"2021","05/17/21 00:00:00","Green Island Spoils C","BMR","Spoil island","N","LAGU","Active Both Months","Y","Complete coverage; incubating; counted areas with camera 1 coverage in May; chicks in June",
"2021","05/17/21 00:00:00","Green Island Spoils C","BMR","Spoil island","N","GBTE","Active Both Months","Y","Complete coverage; incubating; counted areas with camera 1 coverage in May; only 2 adults with chicks in June",
"2021","05/17/21 00:00:00","Green Island Spoils C","BMR","Spoil island","N","GBHE","Active Both Months","Y","Complete coverage; incubating with 1 chick nest; counted areas with camera 1 coverage in May",
"2021","05/17/21 00:00:00","Green Island Spoils C","BMR","Spoil island","N","BRPE","N/A","N","Complete coverage; roosting",
"2021","05/17/21 00:00:00","Green Island Spoils C","BMR","Spoil island","N","RUTU","N/A","N","Complete coverage; foraging",
"2021","06/20/21 00:00:00","Green Island Spoils C","BMR","Spoil island","N","LAGU","Active Both Months","Y","Complete coverage; incubating with 9 adults with chicks; counted areas without May camera 1 coverage",
"2021","06/20/21 00:00:00","Green Island Spoils C","BMR","Spoil island","N","REEG","Formed by June","N","Complete coverage; incubating; no camera 1 coverage in May and camera 2 undottable; counted areas without May camera 1 coverage",
"2021","06/20/21 00:00:00","Green Island Spoils C","BMR","Spoil island","N","GBHE","Active Both Months","Y","Complete coverage; 3 sites incubating; chicks; no camera 1 coverage in May and camera 2 undottable; counted areas without May camera 1 coverage",
"2021","06/20/21 00:00:00","Green Island Spoils C","BMR","Spoil island","N","BLSK","Formed by June","N","Complete coverage; incubating with 3 abandoned nests",
"2021","06/20/21 00:00:00","Green Island Spoils C","BMR","Spoil island","N","GBTE","Active Both Months","Y","Complete coverage; incubating; no camera 1 coverage in May and camera 2 undottable; counted areas without May camera 1 coverage; new sites not seen in May",
"2021","05/17/21 00:00:00","Green Island Spoils D","BMR","Spoil island","N","LAGU","Active Both Months","N","Complete coverage; incubating; chicks in June",
"2021","05/17/21 00:00:00","Green Island Spoils D","BMR","Spoil island","N","GBHE","Active Both Months","Y","Complete coverage; mostly nests with chicks",
"2021","05/17/21 00:00:00","Green Island Spoils D","BMR","Spoil island","N","REEG","Active Both Months","Y","Complete coverage; incubating",
"2021","06/20/21 00:00:00","Green Island Spoils D","BMR","Spoil island","N","GBHE","Active Both Months","Y","Complete coverage; new site in June; incubating",
"2021","06/20/21 00:00:00","Green Island Spoils D","BMR","Spoil island","N","REEG","Active Both Months","Y","Complete coverage; incubating; new sites in June",
"2021","05/17/21 00:00:00","Green Island Spoils E","BMR","Spoil island","N","BRPE","N/A","N","Complete coverage; roosting",
"2021","05/17/21 00:00:00","Green Island Spoils E","BMR","Spoil island","N","LAGU","Active Both Months","N","Complete coverage; incubating; chicks in June",
"2021","06/20/21 00:00:00","Green Island Spoils E","BMR","Spoil island","N","CATE","Active Both Months","N","Complete coverage; incubating",
"2021","06/20/21 00:00:00","Green Island Spoils E","BMR","Spoil island","N","ROYT","Formed by June","N","Complete coverage; incubating",
"2021","05/17/21 00:00:00","Green Island Spoils F","BMR","Spoil island","N","BLSK","Abandoned by June","N","Complete coverage; Mostly birds with few territories and 3 sites; no chicks in June",
"2021","05/17/21 00:00:00","Green Island Spoils F","BMR","Spoil island","N","CATE","Active Both Months","Y","Complete coverage; incubating with 8 chick nests; chicks in June",
"2021","05/17/21 00:00:00","Green Island Spoils F","BMR","Spoil island","N","GBHE","Active Both Months","Y","Complete coverage; incubating and chicks present",
"2021","05/17/21 00:00:00","Green Island Spoils F","BMR","Spoil island","N","GBTE","Abandoned by June","N","Complete coverage; incubating; no chicks in June",
"2021","05/17/21 00:00:00","Green Island Spoils F","BMR","Spoil island","N","HERG","N/A","N","Complete coverage; 1 bird observed in May but not present in June",
"2021","05/17/21 00:00:00","Green Island Spoils F","BMR","Spoil island","N","LAGU","Active Both Months","N","Complete coverage; incubating; chicks in June",
"2021","05/17/21 00:00:00","Green Island Spoils F","BMR","Spoil island","N","UNSB","N/A","N","Complete coverage; foraging",
"2021","06/20/21 00:00:00","Green Island Spoils F","BMR","Spoil island","N","CATE","Active Both Months","Y","Complete coverage; incubating; new sites in June not present in May",
"2021","06/20/21 00:00:00","Green Island Spoils F","BMR","Spoil island","N","GBHE","Active Both Months","Y","Complete coverage; incubating; new sites in June not present in May",
"2021","06/20/21 00:00:00","Green Island Spoils F","BMR","Spoil island","N","REEG","Formed by June","N","Complete coverage; incubating",
"2021","05/17/21 00:00:00","Green Island Spoils G","BMR","Spoil island","N","BRPE","N/A","N","Complete coverage; roosting",
"2021","05/17/21 00:00:00","Green Island Spoils G","BMR","Spoil island","N","FOTE","N/A","N","Complete coverage; roosting",
"2021","05/17/21 00:00:00","Green Island Spoils G","BMR","Spoil island","N","GBHE","Active Both Months","N","Complete coverage; incubating and chicks present",
"2021","05/17/21 00:00:00","Green Island Spoils G","BMR","Spoil island","N","GBTE","Active Both Months","Y","Complete coverage; incubating; dotted areas with better breeding bird estimates in May",
"2021","05/17/21 00:00:00","Green Island Spoils G","BMR","Spoil island","N","LAGU","Active Both Months","N","Complete coverage; incubating; chicks in June",
"2021","05/17/21 00:00:00","Green Island Spoils G","BMR","Spoil island","N","ROYT","Active Both Months","Y","Complete coverage; incubating; dotted areas with more sites in May; chicked out in June",
"2021","05/17/21 00:00:00","Green Island Spoils G","BMR","Spoil island","N","SATE","Active Both Months","N","Complete coverage; incuabting; chicked out in June",
"2021","06/20/21 00:00:00","Green Island Spoils G","BMR","Spoil island","N","BLSK","Formed by June","N","Complete coverage; incubating",
"2021","06/20/21 00:00:00","Green Island Spoils G","BMR","Spoil island","N","CATE","Formed by June","N","Complete coverage; incuabting with 3 chick nests; not present in May",
